,시도,어종류,연도,월,총마릿수[마리],총중량[kg]
2214,경남,참돔,2024,03,15893.0,13111.4
2215,경남,참돔,2024,04,16101.0,16423.0
2216,경남,참돔,2024,05,18318.0,22263.6
2217,경남,참돔,2024,06,27339.0,21314.3
2218,경남,참돔,2024,07,6723.0,5163.9
2219,경남,참돔,2024,08,8606.0,5613.2
2220,경남,참돔,2024,09,9618.0,5641.1
2221,경남,참돔,2024,10,14096.0,14181.1
2288,경남,해삼,2023,01,0.0,0.0
2289,경남,해삼,2023,02,0.0,0.0
2290,경남,해삼,2023,03,0.0,0.0
2291,경남,해삼,2023,04,0.0,0.0
2292,경남,해삼,2023,05,0.0,0.0
2293,경남,해삼,2023,06,0.0,0.0
2294,경남,해삼,2023,07,0.0,0.0
2295,경남,해삼,2023,08,0.0,0.0
2296,경남,해삼,2023,09,0.0,0.0
2297,경남,해삼,2023,10,0.0,0.0
2298,경남,해삼,2023,11,0.0,0.0
2299,경남,해삼,2023,12,0.0,0.0
2300,경남,해삼,2024,01,0.0,0.0
2301,경남,해삼,2024,02,0.0,0.0
2302,경남,해삼,2024,03,129.0,42.2
2303,경남,해삼,2024,04,14.0,4.1
2304,경남,해삼,2024,05,0.0,0.0
2305,경남,해삼,2024,06,0.0,0.0
2306,경남,해삼,2024,07,0.0,0.0
2307,경남,해삼,2024,08,0.0,0.0
2308,경남,해삼,2024,09,0.0,0.0
2309,경남,해삼,2024,10,0.0,0.0
2332,경북,가자미류,2023,01,111.0,25.1
2333,경북,가자미류,2023,02,2281.0,1508.9
2334,경북,가자미류,2023,03,12837.0,2544.5
2335,경북,가자미류,2023,04,18097.0,5082.1
2336,경북,가자미류,2023,05,35414.0,10144.1
2337,경북,가자미류,2023,06,44946.0,10515.2
2338,경북,가자미류,2023,07,6231.0,1250.9
2339,경북,가자미류,2023,08,1684.0,416.7
2340,경북,가자미류,2023,09,150.0,78.8
2341,경북,가자미류,2023,10,355.0,42.8
2342,경북,가자미류,2023,11,15.0,7.7
2343,경북,가자미류,2023,12,3.0,0.8
2344,경북,가자미류,2024,01,40.0,19.9
2345,경북,가자미류,2024,02,12199.0,3691.2
2346,경북,가자미류,2024,03,35007.0,9761.3
2347,경북,가자미류,2024,04,72636.0,15734.0
2348,경북,가자미류,2024,05,56409.0,17749.2
2349,경북,가자미류,2024,06,36665.0,11453.5
2350,경북,가자미류,2024,07,11332.0,3071.2
2351,경북,가자미류,2024,08,6161.0,1702.7
2352,경북,가자미류,2024,09,64.0,20.9
2353,경북,가자미류,2024,10,190.0,56.7
2354,경북,감성돔,2023,01,110.0,89.9
2355,경북,감성돔,2023,02,27.0,23.0
2356,경북,감성돔,2023,03,3.0,5.4
2357,경북,감성돔,2023,04,13.0,16.4
2358,경북,감성돔,2023,05,0.0,0.0
2359,경북,감성돔,2023,06,51.0,75.3
2360,경북,감성돔,2023,07,3.0,3.3
2361,경북,감성돔,2023,08,0.0,0.0
2362,경북,감성돔,2023,09,29.0,22.6
2363,경북,감성돔,2023,10,225.0,225.1
2364,경북,감성돔,2023,11,2148.0,1978.1
2365,경북,감성돔,2023,12,1295.0,1376.4
2366,경북,감성돔,2024,01,316.0,423.3
2367,경북,감성돔,2024,02,182.0,324.0
2368,경북,감성돔,2024,03,86.0,147.6
2369,경북,감성돔,2024,04,37.0,34.6
2370,경북,감성돔,2024,05,0.0,0.0
2371,경북,감성돔,2024,06,861.0,793.7
2372,경북,감성돔,2024,07,12.0,10.0
2373,경북,감성돔,2024,08,0.0,0.0
2374,경북,감성돔,2024,09,36.0,47.8
2375,경북,감성돔,2024,10,21.0,16.0
2376,경북,갑오징어류,2023,01,0.0,0.0
2377,경북,갑오징어류,2023,02,0.0,0.0
2378,경북,갑오징어류,2023,03,0.0,0.0
2379,경북,갑오징어류,2023,04,212.0,140.9
2380,경북,갑오징어류,2023,05,80.0,55.7
2381,경북,갑오징어류,2023,06,0.0,0.0
2382,경북,갑오징어류,2023,07,0.0,0.0
2383,경북,갑오징어류,2023,08,49.0,16.5
2384,경북,갑오징어류,2023,09,2120.0,1503.5
2385,경북,갑오징어류,2023,10,0.0,0.0
2386,경북,갑오징어류,2023,11,0.0,0.0
2387,경북,갑오징어류,2023,12,0.0,0.0
2388,경북,갑오징어류,2024,01,0.0,0.0
2389,경북,갑오징어류,2024,02,2.0,2.4
2390,경북,갑오징어류,2024,03,17.0,11.6
2391,경북,갑오징어류,2024,04,336.0,179.0
2392,경북,갑오징어류,2024,05,290.0,149.5
2393,경북,갑오징어류,2024,06,51.0,29.5
2394,경북,갑오징어류,2024,07,0.0,0.0
2395,경북,갑오징어류,2024,08,26.0,16.8
2396,경북,갑오징어류,2024,09,3005.0,1101.4
2397,경북,갑오징어류,2024,10,3399.0,2508.6
2464,경북,기타돔류,2023,01,0.0,0.0
2465,경북,기타돔류,2023,02,5.0,0.8
2466,경북,기타돔류,2023,03,363.0,74.2
2467,경북,기타돔류,2023,04,103.0,24.3
2468,경북,기타돔류,2023,05,1151.0,432.9
2469,경북,기타돔류,2023,06,2867.0,1139.2
2470,경북,기타돔류,2023,07,2632.0,1018.2
2471,경북,기타돔류,2023,08,3592.0,691.0
2472,경북,기타돔류,2023,09,2766.0,1011.8
2473,경북,기타돔류,2023,10,1994.0,865.6
2474,경북,기타돔류,2023,11,314.0,125.5
2475,경북,기타돔류,2023,12,101.0,144.0
2476,경북,기타돔류,2024,01,19.0,8.4
2477,경북,기타돔류,2024,02,10.0,8.0
2478,경북,기타돔류,2024,03,104.0,41.5
2479,경북,기타돔류,2024,04,544.0,99.5
2480,경북,기타돔류,2024,05,2181.0,627.8
2481,경북,기타돔류,2024,06,8188.0,1693.9
2482,경북,기타돔류,2024,07,3374.0,737.0
2483,경북,기타돔류,2024,08,4507.0,1123.5
2484,경북,기타돔류,2024,09,1649.0,441.4
2485,경북,기타돔류,2024,10,117.0,41.9
2486,경북,기타볼락류,2023,01,47873.0,8349.8
2487,경북,기타볼락류,2023,02,28784.0,8013.3
2488,경북,기타볼락류,2023,03,18152.0,2843.0
2489,경북,기타볼락류,2023,04,10476.0,2468.4
2490,경북,기타볼락류,2023,05,11712.0,2668.3
2491,경북,기타볼락류,2023,06,12889.0,3190.7
2492,경북,기타볼락류,2023,07,2621.0,474.2
2493,경북,기타볼락류,2023,08,957.0,288.8
2494,경북,기타볼락류,2023,09,419.0,147.7
2495,경북,기타볼락류,2023,10,508.0,87.0
2496,경북,기타볼락류,2023,11,2227.0,843.2
2497,경북,기타볼락류,2023,12,43401.0,9231.6
2498,경북,기타볼락류,2024,01,45406.0,10425.8
2499,경북,기타볼락류,2024,02,60733.0,15725.8
2500,경북,기타볼락류,2024,03,57122.0,9464.2
2501,경북,기타볼락류,2024,04,48357.0,7924.4
2502,경북,기타볼락류,2024,05,31316.0,5864.5
2503,경북,기타볼락류,2024,06,21349.0,5057.5
2504,경북,기타볼락류,2024,07,25257.0,6232.3
2505,경북,기타볼락류,2024,08,30283.0,6560.2
2506,경북,기타볼락류,2024,09,9045.0,1382.1
2507,경북,기타볼락류,2024,10,2196.0,284.8
2508,경북,기타어류,2023,01,6.0,0.8
2509,경북,기타어류,2023,02,5.0,0.3
2510,경북,기타어류,2023,03,81.0,8.1
2511,경북,기타어류,2023,04,390.0,39.1
2512,경북,기타어류,2023,05,31.0,18.1
2513,경북,기타어류,2023,06,0.0,0.0
2514,경북,기타어류,2023,07,9.0,1.4
2515,경북,기타어류,2023,08,13.0,3.5
2516,경북,기타어류,2023,09,381.0,76.5
2517,경북,기타어류,2023,10,69.0,17.6
2518,경북,기타어류,2023,11,3170.0,320.7
2519,경북,기타어류,2023,12,0.0,0.0
2520,경북,기타어류,2024,01,394.0,39.4
2521,경북,기타어류,2024,02,0.0,0.0
2522,경북,기타어류,2024,03,426.0,48.4
2523,경북,기타어류,2024,04,414.0,56.6
2524,경북,기타어류,2024,05,457.0,68.3
2525,경북,기타어류,2024,06,206.0,22.6
2526,경북,기타어류,2024,07,156.0,24.5
2527,경북,기타어류,2024,08,62.0,6.4
2528,경북,기타어류,2024,09,317.0,22.2
2529,경북,기타어류,2024,10,1000.0,51.9
2530,경북,넙치류(광어),2023,01,0.0,0.0
2531,경북,넙치류(광어),2023,02,0.0,0.0
2532,경북,넙치류(광어),2023,03,0.0,0.0
2533,경북,넙치류(광어),2023,04,0.0,0.0
2534,경북,넙치류(광어),2023,05,10.0,108.7
2535,경북,넙치류(광어),2023,06,0.0,0.0
2536,경북,넙치류(광어),2023,07,3.0,25.3
2537,경북,넙치류(광어),2023,08,9.0,12.3
2538,경북,넙치류(광어),2023,09,0.0,0.0
2539,경북,넙치류(광어),2023,10,3.0,3.5
2540,경북,넙치류(광어),2023,11,0.0,0.0
2541,경북,넙치류(광어),2023,12,0.0,0.0
2542,경북,넙치류(광어),2024,01,0.0,0.0
2543,경북,넙치류(광어),2024,02,0.0,0.0
2544,경북,넙치류(광어),2024,03,0.0,0.0
2545,경북,넙치류(광어),2024,04,21.0,30.4
2546,경북,넙치류(광어),2024,05,23.0,47.0
2547,경북,넙치류(광어),2024,06,10.0,26.7
2548,경북,넙치류(광어),2024,07,14.0,8.0
2549,경북,넙치류(광어),2024,08,2.0,0.8
2550,경북,넙치류(광어),2024,09,0.0,0.0
2551,경북,넙치류(광어),2024,10,0.0,0.0
2574,경북,농어류,2023,01,0.0,0.0
2575,경북,농어류,2023,02,0.0,0.0
2576,경북,농어류,2023,03,43.0,27.0
2577,경북,농어류,2023,04,72.0,43.1
2578,경북,농어류,2023,05,119.0,79.6
2579,경북,농어류,2023,06,126.0,81.6
2580,경북,농어류,2023,07,234.0,329.0
2581,경북,농어류,2023,08,145.0,151.3
2582,경북,농어류,2023,09,26.0,17.1
2583,경북,농어류,2023,10,32.0,39.6
2584,경북,농어류,2023,11,234.0,142.5
2585,경북,농어류,2023,12,0.0,0.0
2586,경북,농어류,2024,01,12.0,4.8
2587,경북,농어류,2024,02,0.0,0.0
2588,경북,농어류,2024,03,17.0,2.4
2589,경북,농어류,2024,04,10.0,2.0
2590,경북,농어류,2024,05,2.0,3.5
2591,경북,농어류,2024,06,0.0,0.0
2592,경북,농어류,2024,07,6.0,9.4
2593,경북,농어류,2024,08,15.0,27.0
2594,경북,농어류,2024,09,0.0,0.0
2595,경북,농어류,2024,10,2.0,4.1
2596,경북,능성어,2023,01,18.0,19.4
2597,경북,능성어,2023,02,3.0,5.8
2598,경북,능성어,2023,03,0.0,0.0
2599,경북,능성어,2023,04,0.0,0.0
2600,경북,능성어,2023,05,0.0,0.0
2601,경북,능성어,2023,06,2.0,1.5
2602,경북,능성어,2023,07,0.0,0.0
2603,경북,능성어,2023,08,0.0,0.0
2604,경북,능성어,2023,09,0.0,0.0
2605,경북,능성어,2023,10,0.0,0.0
2606,경북,능성어,2023,11,0.0,0.0
2607,경북,능성어,2023,12,0.0,0.0
2608,경북,능성어,2024,01,0.0,0.0
2609,경북,능성어,2024,02,0.0,0.0
2610,경북,능성어,2024,03,0.0,0.0
2611,경북,능성어,2024,04,0.0,0.0
2612,경북,능성어,2024,05,0.0,0.0
2613,경북,능성어,2024,06,0.0,0.0
2614,경북,능성어,2024,07,0.0,0.0
2615,경북,능성어,2024,08,0.0,0.0
2616,경북,능성어,2024,09,0.0,0.0
2617,경북,능성어,2024,10,0.0,0.0
2618,경북,대구,2023,01,5716.0,12622.2
2619,경북,대구,2023,02,4761.0,10649.7
2620,경북,대구,2023,03,2833.0,6024.4
2621,경북,대구,2023,04,360.0,949.4
2622,경북,대구,2023,05,165.0,585.7
2623,경북,대구,2023,06,0.0,0.0
2624,경북,대구,2023,07,199.0,460.7
2625,경북,대구,2023,08,662.0,1822.7
2626,경북,대구,2023,09,2887.0,7375.5
2627,경북,대구,2023,10,5534.0,12530.6
2628,경북,대구,2023,11,9471.0,22881.4
2629,경북,대구,2023,12,9730.0,25388.2
2630,경북,대구,2024,01,12102.0,24715.1
2631,경북,대구,2024,02,5871.0,14387.1
2632,경북,대구,2024,03,9561.0,15406.4
2633,경북,대구,2024,04,1301.0,1008.6
2634,경북,대구,2024,05,907.0,2890.7
2635,경북,대구,2024,06,2973.0,5602.5
2636,경북,대구,2024,07,5904.0,9440.8
2637,경북,대구,2024,08,5166.0,6256.5
2638,경북,대구,2024,09,3748.0,5455.8
2639,경북,대구,2024,10,6559.0,10022.0
2640,경북,돌돔(줄돔),2023,01,0.0,0.0
2641,경북,돌돔(줄돔),2023,02,0.0,0.0
2642,경북,돌돔(줄돔),2023,03,0.0,0.0
2643,경북,돌돔(줄돔),2023,04,0.0,0.0
2644,경북,돌돔(줄돔),2023,05,0.0,0.0
2645,경북,돌돔(줄돔),2023,06,0.0,0.0
2646,경북,돌돔(줄돔),2023,07,0.0,0.0
2647,경북,돌돔(줄돔),2023,08,0.0,0.0
2648,경북,돌돔(줄돔),2023,09,4.0,1.9
2649,경북,돌돔(줄돔),2023,10,24.0,8.6
2650,경북,돌돔(줄돔),2023,11,23.0,19.2
2651,경북,돌돔(줄돔),2023,12,0.0,0.0
2652,경북,돌돔(줄돔),2024,01,0.0,0.0
2653,경북,돌돔(줄돔),2024,02,0.0,0.0
2654,경북,돌돔(줄돔),2024,03,0.0,0.0
2655,경북,돌돔(줄돔),2024,04,0.0,0.0
2656,경북,돌돔(줄돔),2024,05,8.0,4.1
2657,경북,돌돔(줄돔),2024,06,200.0,116.8
2658,경북,돌돔(줄돔),2024,07,39.0,24.7
2659,경북,돌돔(줄돔),2024,08,33.0,19.9
2660,경북,돌돔(줄돔),2024,09,6.0,2.9
2661,경북,돌돔(줄돔),2024,10,19.0,11.5
2684,경북,문어류,2023,01,14.0,11.9
2685,경북,문어류,2023,02,53.0,90.5
2686,경북,문어류,2023,03,10.0,19.5
2687,경북,문어류,2023,04,9.0,34.4
2688,경북,문어류,2023,05,20.0,77.0
2689,경북,문어류,2023,06,3.0,6.2
2690,경북,문어류,2023,07,159.0,147.3
2691,경북,문어류,2023,08,7.0,3.3
2692,경북,문어류,2023,09,2633.0,1145.8
2693,경북,문어류,2023,10,5086.0,2097.7
2694,경북,문어류,2023,11,4426.0,1182.8
2695,경북,문어류,2023,12,518.0,54.1
2696,경북,문어류,2024,01,25.0,71.6
2697,경북,문어류,2024,02,475.0,753.3
2698,경북,문어류,2024,03,228.0,372.6
2699,경북,문어류,2024,04,518.0,951.8
2700,경북,문어류,2024,05,119.0,203.7
2701,경북,문어류,2024,06,23.0,44.3
2702,경북,문어류,2024,07,25.0,27.5
2703,경북,문어류,2024,08,192.0,74.9
2704,경북,문어류,2024,09,14987.0,4843.9
2705,경북,문어류,2024,10,43203.0,15611.4
2750,경북,복어류,2023,01,3.0,1.5
2751,경북,복어류,2023,02,0.0,0.0
2752,경북,복어류,2023,03,0.0,0.0
2753,경북,복어류,2023,04,0.0,0.0
2754,경북,복어류,2023,05,21.0,10.7
2755,경북,복어류,2023,06,0.0,0.0
2756,경북,복어류,2023,07,0.0,0.0
2757,경북,복어류,2023,08,16.0,8.0
2758,경북,복어류,2023,09,5.0,0.8
2759,경북,복어류,2023,10,32.0,46.7
2760,경북,복어류,2023,11,128.0,346.6
2761,경북,복어류,2023,12,0.0,0.0
2762,경북,복어류,2024,01,0.0,0.0
2763,경북,복어류,2024,02,0.0,0.0
2764,경북,복어류,2024,03,0.0,0.0
2765,경북,복어류,2024,04,0.0,0.0
2766,경북,복어류,2024,05,0.0,0.0
2767,경북,복어류,2024,06,66.0,24.3
2768,경북,복어류,2024,07,0.0,0.0
2769,경북,복어류,2024,08,8.0,3.9
2770,경북,복어류,2024,09,2.0,0.2
2771,경북,복어류,2024,10,17.0,6.4
2970,경북,전어,2023,01,0.0,0.0
2971,경북,전어,2023,02,0.0,0.0
2972,경북,전어,2023,03,0.0,0.0
2973,경북,전어,2023,04,0.0,0.0
2974,경북,전어,2023,05,0.0,0.0
2975,경북,전어,2023,06,0.0,0.0
2976,경북,전어,2023,07,0.0,0.0
2977,경북,전어,2023,08,250.0,75.8
2978,경북,전어,2023,09,12.0,3.1
2979,경북,전어,2023,10,81.0,40.5
2980,경북,전어,2023,11,0.0,0.0
2981,경북,전어,2023,12,0.0,0.0
2982,경북,전어,2024,01,0.0,0.0
2983,경북,전어,2024,02,0.0,0.0
2984,경북,전어,2024,03,0.0,0.0
2985,경북,전어,2024,04,0.0,0.0
2986,경북,전어,2024,05,0.0,0.0
2987,경북,전어,2024,06,0.0,0.0
2988,경북,전어,2024,07,0.0,0.0
2989,경북,전어,2024,08,373.0,84.3
2990,경북,전어,2024,09,569.0,94.5
2991,경북,전어,2024,10,36.0,8.3
2992,경북,조피볼락(우럭),2023,01,348.0,293.9
2993,경북,조피볼락(우럭),2023,02,647.0,554.1
2994,경북,조피볼락(우럭),2023,03,239.0,151.2
2995,경북,조피볼락(우럭),2023,04,69.0,54.7
2996,경북,조피볼락(우럭),2023,05,393.0,137.5
2997,경북,조피볼락(우럭),2023,06,163.0,100.3
2998,경북,조피볼락(우럭),2023,07,8.0,2.3
2999,경북,조피볼락(우럭),2023,08,0.0,0.0
3000,경북,조피볼락(우럭),2023,09,0.0,0.0
3001,경북,조피볼락(우럭),2023,10,18.0,10.0
3002,경북,조피볼락(우럭),2023,11,2629.0,1270.4
3003,경북,조피볼락(우럭),2023,12,492.0,425.5
3004,경북,조피볼락(우럭),2024,01,1626.0,396.2
3005,경북,조피볼락(우럭),2024,02,579.0,296.1
3006,경북,조피볼락(우럭),2024,03,304.0,190.7
3007,경북,조피볼락(우럭),2024,04,404.0,230.8
3008,경북,조피볼락(우럭),2024,05,1301.0,348.8
3009,경북,조피볼락(우럭),2024,06,3036.0,471.5
3010,경북,조피볼락(우럭),2024,07,3242.0,498.6
3011,경북,조피볼락(우럭),2024,08,2357.0,463.1
3012,경북,조피볼락(우럭),2024,09,16.0,7.6
3013,경북,조피볼락(우럭),2024,10,402.0,56.7
3014,경북,주꾸미,2023,01,0.0,0.0
3015,경북,주꾸미,2023,02,160.0,12.4
3016,경북,주꾸미,2023,03,614.0,78.3
3017,경북,주꾸미,2023,04,15.0,3.8
3018,경북,주꾸미,2023,05,0.0,0.0
3019,경북,주꾸미,2023,06,0.0,0.0
3020,경북,주꾸미,2023,07,0.0,0.0
3021,경북,주꾸미,2023,08,0.0,0.0
3022,경북,주꾸미,2023,09,0.0,0.0
3023,경북,주꾸미,2023,10,0.0,0.0
3024,경북,주꾸미,2023,11,1994.0,151.7
3025,경북,주꾸미,2023,12,1506.0,185.1
3026,경북,주꾸미,2024,01,2171.0,247.5
3027,경북,주꾸미,2024,02,2632.0,517.5
3028,경북,주꾸미,2024,03,2298.0,282.6
3029,경북,주꾸미,2024,04,6282.0,569.4
3030,경북,주꾸미,2024,05,1564.0,120.6
3031,경북,주꾸미,2024,06,0.0,0.0
3032,경북,주꾸미,2024,07,0.0,0.0
3033,경북,주꾸미,2024,08,0.0,0.0
3034,경북,주꾸미,2024,09,6.0,0.6
3035,경북,주꾸미,2024,10,0.0,0.0
3036,경북,쥐치류,2023,01,15.0,10.2
3037,경북,쥐치류,2023,02,38.0,37.8
3038,경북,쥐치류,2023,03,0.0,0.0
3039,경북,쥐치류,2023,04,0.0,0.0
3040,경북,쥐치류,2023,05,0.0,0.0
3041,경북,쥐치류,2023,06,0.0,0.0
3042,경북,쥐치류,2023,07,0.0,0.0
3043,경북,쥐치류,2023,08,0.0,0.0
3044,경북,쥐치류,2023,09,0.0,0.0
3045,경북,쥐치류,2023,10,0.0,0.0
3046,경북,쥐치류,2023,11,0.0,0.0
3047,경북,쥐치류,2023,12,0.0,0.0
3048,경북,쥐치류,2024,01,0.0,0.0
3049,경북,쥐치류,2024,02,0.0,0.0
3050,경북,쥐치류,2024,03,0.0,0.0
3051,경북,쥐치류,2024,04,0.0,0.0
3052,경북,쥐치류,2024,05,0.0,0.0
3053,경북,쥐치류,2024,06,19.0,1.9
3054,경북,쥐치류,2024,07,0.0,0.0
3055,경북,쥐치류,2024,08,0.0,0.0
3056,경북,쥐치류,2024,09,0.0,0.0
3057,경북,쥐치류,2024,10,0.0,0.0
3080,경북,참돔,2023,01,8.0,11.7
3081,경북,참돔,2023,02,0.0,0.0
3082,경북,참돔,2023,03,0.0,0.0
3083,경북,참돔,2023,04,8.0,2.6
3084,경북,참돔,2023,05,12.0,32.1
3085,경북,참돔,2023,06,15.0,15.8
3086,경북,참돔,2023,07,3.0,12.7
3087,경북,참돔,2023,08,105.0,70.8
3088,경북,참돔,2023,09,77.0,57.6
3089,경북,참돔,2023,10,52.0,32.8
3090,경북,참돔,2023,11,85.0,186.4
3091,경북,참돔,2023,12,0.0,0.0
3092,경북,참돔,2024,01,0.0,0.0
3093,경북,참돔,2024,02,4.0,10.7
3094,경북,참돔,2024,03,0.0,0.0
3095,경북,참돔,2024,04,0.0,0.0
3096,경북,참돔,2024,05,58.0,144.4
3097,경북,참돔,2024,06,312.0,225.2
3098,경북,참돔,2024,07,12.0,12.7
3099,경북,참돔,2024,08,93.0,59.9
3100,경북,참돔,2024,09,60.0,38.8
3101,경북,참돔,2024,10,31.0,26.3
3146,경북,해삼,2023,01,3.0,0.6
3147,경북,해삼,2023,02,0.0,0.0
3148,경북,해삼,2023,03,0.0,0.0
3149,경북,해삼,2023,04,0.0,0.0
3150,경북,해삼,2023,05,0.0,0.0
3151,경북,해삼,2023,06,0.0,0.0
3152,경북,해삼,2023,07,0.0,0.0
3153,경북,해삼,2023,08,0.0,0.0
3154,경북,해삼,2023,09,0.0,0.0
3155,경북,해삼,2023,10,0.0,0.0
3156,경북,해삼,2023,11,0.0,0.0
3157,경북,해삼,2023,12,0.0,0.0
3158,경북,해삼,2024,01,0.0,0.0
3159,경북,해삼,2024,02,0.0,0.0
3160,경북,해삼,2024,03,0.0,0.0
3161,경북,해삼,2024,04,0.0,0.0
3162,경북,해삼,2024,05,0.0,0.0
3163,경북,해삼,2024,06,0.0,0.0
3164,경북,해삼,2024,07,0.0,0.0
3165,경북,해삼,2024,08,0.0,0.0
3166,경북,해삼,2024,09,0.0,0.0
3167,경북,해삼,2024,10,0.0,0.0
3212,부산,가자미류,2023,01,1784.0,1300.7
3213,부산,가자미류,2023,02,3033.0,1531.2
3214,부산,가자미류,2023,03,1808.0,962.0
3215,부산,가자미류,2023,04,1296.0,541.2
3216,부산,가자미류,2023,05,481.0,270.8
3217,부산,가자미류,2023,06,122.0,87.9
3218,부산,가자미류,2023,07,0.0,0.0
3219,부산,가자미류,2023,08,217.0,126.9
3220,부산,가자미류,2023,09,0.0,0.0
3221,부산,가자미류,2023,10,0.0,0.0
3222,부산,가자미류,2023,11,133.0,47.6
3223,부산,가자미류,2023,12,0.0,0.0
3224,부산,가자미류,2024,01,0.0,0.0
3225,부산,가자미류,2024,02,98.0,47.6
3226,부산,가자미류,2024,03,1179.0,583.1
3227,부산,가자미류,2024,04,2682.0,1343.0
3228,부산,가자미류,2024,05,361.0,142.9
3229,부산,가자미류,2024,06,43.0,18.7
3230,부산,가자미류,2024,07,0.0,0.0
3231,부산,가자미류,2024,08,0.0,0.0
3232,부산,가자미류,2024,09,0.0,0.0
3233,부산,가자미류,2024,10,0.0,0.0
3256,부산,감성돔,2023,01,1152.0,672.5
3257,부산,감성돔,2023,02,1836.0,1721.7
3258,부산,감성돔,2023,03,3753.0,3198.9
3259,부산,감성돔,2023,04,2953.0,1947.9
3260,부산,감성돔,2023,05,0.0,0.0
3261,부산,감성돔,2023,06,536.0,281.3
3262,부산,감성돔,2023,07,1193.0,945.1
3263,부산,감성돔,2023,08,133498.0,52985.2
3264,부산,감성돔,2023,09,121271.0,58943.9
3265,부산,감성돔,2023,10,54216.0,23543.7
3266,부산,감성돔,2023,11,24505.0,12987.8
3267,부산,감성돔,2023,12,19644.0,10345.2
3268,부산,감성돔,2024,01,8774.0,5751.0
3269,부산,감성돔,2024,02,5512.0,3055.7
3270,부산,감성돔,2024,03,7557.0,4497.5
3271,부산,감성돔,2024,04,4446.0,3137.9
3272,부산,감성돔,2024,05,7.0,2.9
3273,부산,감성돔,2024,06,1999.0,1389.7
3274,부산,감성돔,2024,07,261.0,86.6
3275,부산,감성돔,2024,08,3347.0,1005.3
3276,부산,감성돔,2024,09,9099.0,3990.2
3277,부산,감성돔,2024,10,11940.0,7079.2
3278,부산,갑오징어류,2023,01,0.0,0.0
3279,부산,갑오징어류,2023,02,0.0,0.0
3280,부산,갑오징어류,2023,03,0.0,0.0
3281,부산,갑오징어류,2023,04,0.0,0.0
3282,부산,갑오징어류,2023,05,0.0,0.0
3283,부산,갑오징어류,2023,06,0.0,0.0
3284,부산,갑오징어류,2023,07,0.0,0.0
3285,부산,갑오징어류,2023,08,198.0,112.8
3286,부산,갑오징어류,2023,09,1134.0,390.0
3287,부산,갑오징어류,2023,10,0.0,0.0
3288,부산,갑오징어류,2023,11,0.0,0.0
3289,부산,갑오징어류,2023,12,0.0,0.0
3290,부산,갑오징어류,2024,01,0.0,0.0
3291,부산,갑오징어류,2024,02,0.0,0.0
3292,부산,갑오징어류,2024,03,0.0,0.0
3293,부산,갑오징어류,2024,04,25.0,12.7
3294,부산,갑오징어류,2024,05,0.0,0.0
3295,부산,갑오징어류,2024,06,0.0,0.0
3296,부산,갑오징어류,2024,07,0.0,0.0
3297,부산,갑오징어류,2024,08,0.0,0.0
3298,부산,갑오징어류,2024,09,0.0,0.0
3299,부산,갑오징어류,2024,10,0.0,0.0
3322,부산,기타,2023,01,0.0,0.0
3323,부산,기타,2023,02,0.0,0.0
3324,부산,기타,2023,03,0.0,0.0
3325,부산,기타,2023,04,0.0,0.0
3326,부산,기타,2023,05,0.0,0.0
3327,부산,기타,2023,06,0.0,0.0
3328,부산,기타,2023,07,0.0,0.0
3329,부산,기타,2023,08,0.0,0.0
3330,부산,기타,2023,09,0.0,0.0
3331,부산,기타,2023,10,0.0,0.0
3332,부산,기타,2023,11,0.0,0.0
3333,부산,기타,2023,12,0.0,0.0
3334,부산,기타,2024,01,0.0,0.0
3335,부산,기타,2024,02,0.0,0.0
3336,부산,기타,2024,03,0.0,0.0
3337,부산,기타,2024,04,0.0,0.0
3338,부산,기타,2024,05,0.0,0.0
3339,부산,기타,2024,06,27.0,5.4
3340,부산,기타,2024,07,0.0,0.0
3341,부산,기타,2024,08,0.0,0.0
3342,부산,기타,2024,09,0.0,0.0
3343,부산,기타,2024,10,0.0,0.0
3366,부산,기타돔류,2023,01,154.0,92.4
3367,부산,기타돔류,2023,02,37.0,33.9
3368,부산,기타돔류,2023,03,697.0,181.4
3369,부산,기타돔류,2023,04,1627.0,328.9
3370,부산,기타돔류,2023,05,3964.0,1448.7
3371,부산,기타돔류,2023,06,8035.0,3591.9
3372,부산,기타돔류,2023,07,3831.0,1260.5
3373,부산,기타돔류,2023,08,3137.0,1030.8
3374,부산,기타돔류,2023,09,2153.0,751.3
3375,부산,기타돔류,2023,10,3564.0,1607.2
3376,부산,기타돔류,2023,11,1957.0,479.1
3377,부산,기타돔류,2023,12,1254.0,486.7
3378,부산,기타돔류,2024,01,858.0,206.5
3379,부산,기타돔류,2024,02,517.0,116.2
3380,부산,기타돔류,2024,03,778.0,197.6
3381,부산,기타돔류,2024,04,3653.0,797.4
3382,부산,기타돔류,2024,05,10923.0,2292.2
3383,부산,기타돔류,2024,06,9590.0,2280.1
3384,부산,기타돔류,2024,07,3813.0,892.4
3385,부산,기타돔류,2024,08,2554.0,626.1
3386,부산,기타돔류,2024,09,1473.0,300.9
3387,부산,기타돔류,2024,10,2077.0,630.1
3388,부산,기타볼락류,2023,01,39434.0,9833.0
3389,부산,기타볼락류,2023,02,6240.0,2881.1
3390,부산,기타볼락류,2023,03,54757.0,8916.5
3391,부산,기타볼락류,2023,04,8914.0,2119.6
