방류기간,지역순번,지역,기관,품종순번,품종,방류구분,방류물량1,단위1,방류물량2,단위2,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,방류장소명,위도,경도,비고,하천,시도 제출여부,FIRA 제출여부,FIRA 마감,중복여부,특성,값
2022-11-10 ~ 2022-11-10,11,제주,제주특별자치도,13,돌돔,매입방류,45000,마리,,,,,20070,,,,20070,,,20070,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한림읍 수원리,33.4252745,126.2638924,,,Y,N,Y,Y(5),방류연도,2022
2022-11-10 ~ 2022-11-10,11,제주,제주특별자치도,13,돌돔,매입방류,25000,마리,,,,,11150,,,,11150,,,11150,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 애월읍 애월리,33.4686307,126.3172174,,,Y,N,Y,N,방류연도,2022
2022-11-10 ~ 2022-11-10,11,제주,제주특별자치도,13,돌돔,매입방류,17000,마리,,,,,7582,,,,7582,,,7582,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 애월읍 애월리,33.4690287,126.3173554,,,Y,N,Y,N,방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,43000,마리,,,,,19178,,,,19178,,,19178,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한림읍 귀덕리 976-7,33.4455845,126.29463,,,Y,N,Y,Y(2),방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,21000,마리,,,,,9366,,,,9366,,,9366,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 서귀포시 안덕면 사계리,33.2085708,126.313296,,,Y,N,Y,Y(2),방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,10000,마리,,,,,4460,,,,4460,,,4460,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 이호동 1788-6,33.4975522,126.4495561,,,Y,N,Y,N,방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,18732,,,,18732,,,18732,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 서귀포시 환해장성로 136,33.3819147,126.8802499,,,Y,N,Y,Y(3),방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,45000,마리,,,,,20070,,,,20070,,,20070,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 서귀포시 성산읍 성산리 140-1,32.9576487,127.4462602,,,Y,N,Y,Y(5),방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,18732,,,,18732,,,18732,446,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 서귀포시 성산읍 시흥리,33.4789422,126.9085712,,,Y,N,Y,Y(3),방류연도,2022
2022-11-09 ~ 2022-11-09,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,18900,,,,18900,,,18900,450,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 서귀포시 남원읍 태흥리,33.2872803,126.7504696,,,Y,N,Y,N,방류연도,2022
2022-10-07 ~ 2022-10-07,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19173,,,,19173,,,19173,456.5,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 우도면 연평리,33.5095737,126.9423827,,,Y,N,Y,Y(2),방류연도,2022
2022-10-07 ~ 2022-10-07,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19173,,,,19173,,,19173,456.5,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 우도면 연평리,33.5137799,126.9686294,,,Y,N,Y,Y(2),방류연도,2022
2022-10-07 ~ 2022-10-07,11,제주,제주특별자치도,13,돌돔,매입방류,16000,마리,,,,,7304,,,,7304,,,7304,456.5,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 우도면 연평리,33.514491,126.9582418,,,Y,N,Y,N,방류연도,2022
2022-10-07 ~ 2022-10-07,11,제주,제주특별자치도,13,돌돔,매입방류,26000,마리,,,,,11856,,,,11856,,,11856,456,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 우도면 연평리,33.4938702,126.9448471,,,Y,N,Y,N,방류연도,2022
2022-10-07 ~ 2022-10-07,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19152,,,,19152,,,19152,456,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 우도면 연평리,33.4938455,126.9448507,,,Y,N,Y,Y(2),방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,35000,마리,,,,,15960,,,,15960,,,15960,456,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 이호동 1788-6,33.4975522,126.4495561,,,Y,N,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,43000,마리,,,,,19608,,,,19608,,,19608,456,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 애월읍 구엄리,33.4843579,126.3763597,,,Y,N,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19152,,,,19152,,,19152,456,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 고내안길 26,33.466159,126.3349427,,,Y,N,Y,Y(2),방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,12000,마리,,,,,5472,,,,5472,,,5472,456,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한경면 노을해안로 1161,33.3091896,126.1654277,,,Y,N,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,31000,마리,,,,,14105,,,,14105,,,14105,455,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한경면 노을해안로 1161,33.3091896,126.1654277,,,Y,N,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,43000,마리,,,,,20728,,,,20728,,,20728,455,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한림읍 협재리 1459-7,33.3986597,126.2434261,,,Y,N,Y,N,방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19110,,,,19110,,,19110,455,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한경면 용수리 2238,33.3227424,126.1818541,,,Y,N,Y,Y(3),방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19110,,,,19110,,,19110,455,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 옹포1길 33-3,33.4047248,126.2505434,,,Y,N,Y,Y(3),방류연도,2022
2022-10-06 ~ 2022-10-06,11,제주,제주특별자치도,13,돌돔,매입방류,42000,마리,,,,,19110,,,,19110,,,19110,455,482.05,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,제주특별자치도 제주시 한림읍 수원리 239-2,33.4371399,126.2714106,,,Y,N,Y,Y(3),방류연도,2022
2022-06-10 ~ 2022-06-10,10,경남,경상남도 김해시,73,동남참게,매입방류,393480,마리,,,,,77909,,8657,,86566,,,86566,220,230,갑폭 1,~,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 김해시 대동면 동남로 64 대동선착장 공중화장실,35.2407712,128.9968245,수산종묘 매입 방류(동남참게),,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,10,경남,경상남도 하동군,73,동남참게,매입방류,93023,마리,,,,,18000,,2000,,20000,,,20000,215,230,갑폭 07,,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 하동군 악양면 신흥리 987 외 8개소,35.1627564,127.7114309,수산종자 매입방류사업 시행(악양면 악양천 외 8개소),,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,10,경남,경상남도 밀양시,73,동남참게,매입방류,18300,마리,,,,,2965,,329,,3294,,,3294,180,180,전장 07,0076~0076,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 밀양시 삼랑진읍 삼랑리 660,35.3887129,128.8066296,,,Y,Y,Y,N,방류연도,2022
2022-06-10 ~ 2022-06-10,10,경남,경상남도 밀양시,73,동남참게,매입방류,105600,마리,,,,,16157,,1795,,17952,,,17952,170,180,갑폭 0.7,0.05~0.05,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 밀양시 삼랑진읍 삼랑리 660,35.3887129,128.8066296,,,Y,Y,Y,N,방류연도,2022
2022-07-22 ~ 2022-07-22,10,경남,경상남도 수산자원연구소 ,73,동남참게,생산방류,10000,마리,,,,,,,,,0,,,0,,,갑폭 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 밀양시 삼랑진읍 삼랑리 660,35.3887129,128.8066296,,,Y,Y,Y,N,방류연도,2022
2022-07-22 ~ 2022-07-22,10,경남,경상남도 수산자원연구소 ,73,동남참게,생산방류,20000,마리,,,,,,,,,0,,,0,,,갑폭 0,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 하동군 청암면 평촌리 1364-1,35.1530356,127.8018329,,,Y,Y,Y,N,방류연도,2022
2022-07-19 ~ 2022-07-19,10,경남,경상남도 사천시,73,동남참게,매입방류,38223,마리,,,,,,,8000,,8000,,,8000,209.3,230,,~,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 사천시 곤양면 묵곡리 1192,35.0675739,127.9909886,,,Y,Y,Y,N,방류연도,2022
2022-06-27 ~ 2022-09-27,10,경남,경상남도 양산시,73,동남참게,매입방류,157767,마리,,,,,29250,,3250,,32500,,,32500,206,230,갑폭 0.7,~,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 양산시 동면 가산리 1267,35.2812385,129.0149366,,,Y,Y,Y,N,방류연도,2022
2022-09-15 ~ 2022-09-15,9,경북,경상북도 수산자원연구원,73,동남참게,무상방류,5000,마리,,,,,,,,,0,,,0,,,갑폭 0.7,~,지자체사업/수산종자관리사업,내수면어자원조성 수산종자방류,경상북도 울진군 근남면 행곡리 227-1,36.9654354,129.3822258,,,Y,Y,Y,N,방류연도,2022
2022-07-20 ~ 2022-07-20,1,부산,부산광역시 북구,73,동남참게,매입방류,160408,마리,,,,15000,,15000,,,30000,,,30000,206,230,갑폭 0.7,~,지자체사업/수산종자관리사업,수산종자매입방류,부산광역시 북구 구포2동 1157-1,35.2038429,128.9912473,,,Y,Y,Y,N,방류연도,2022
2022-06-23 ~ 2022-06-23,1,부산,부산광역시 사상구,73,동남참게,매입방류,95238,마리,,,,10000,,10000,,,20000,,,20000,210,210,전장 0.7,0.044~0.046,지자체사업/수산종자관리사업,수산종자매입방류,부산광역시 사상구 엄궁동 606-1,35.134229,128.9643957,,,Y,Y,Y,N,방류연도,2022
2022-06-10 ~ 2022-06-23,1,부산,부산광역시 수산자원연구소,73,동남참게,생산방류,200000,마리,,,,11133,,,,,11133,,,11133,55,55,갑폭 1,1~2,지자체사업/수산종자관리사업,생산방류,부산광역시 강서구 대저1동 1-12,35.2149276,128.9901935,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,7,전남,전라남도 광양시,73,동남참게,매입방류,108695,마리,,,,,,,,,0,,,,203,230,갑폭 07,,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 광양시 광양읍 칠성리 869-2,34.9730798,127.5745932,,,Y,Y,Y,Y(0),방류연도,2022
2022-06-16 ~ 2022-06-16,7,전남,전라남도 해양수산과학원,73,동남참게,매입방류,295194,마리,,,,,64618,,,,64618,,,64618,218.9,250,갑폭 0.7,0.06~0.09,지자체사업/수산종자관리사업,수산종자매입방류,전라남도 구례군 서시천로 84-11,35.2129385,127.470458,"1. 광양시 : 서천 27,000, 동천 27,000, 수평천 27,000, 수어천 26,8842.. 구례군 : 섬진강 52,880, 서시천 52,8813. 보성군 : 매곡천 42,2294. 화순군 : 동복천 34,7535. 진도군 :  의신천 4,568",,Y,Y,Y,N,방류연도,2022
2022-08-29 ~ 2022-08-29,8,강원,강원특별자치도  철원군,63,동자개,무상방류,60000,마리,,,,,,,,,0,,,0,,,,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 철원군 갈말읍 군탄리,38.1404197,127.2787899,,,Y,Y,Y,Y(4),방류연도,2022
2022-09-22 ~ 2022-09-22,8,강원,강원특별자치도 양구군,63,동자개,매입방류,82644,마리,,,,,,,20000,,20000,,,20000,242,269,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 양구군 양구읍 월명리 692,38.1183208,127.8975922,,,Y,Y,Y,N,방류연도,2022
2022-09-26 ~ 2022-09-26,8,강원,강원특별자치도 홍천군,63,동자개,매입방류,87652,마리,,,,,16800,,3200,,20000,,,20000,242.3,269.22,전장 5,0.60~0.63,지자체사업/수산종자관리사업,수산종자매입방류,강원도 홍천군 북방면 문들길88번길 32-20,37.7064077,127.8090174,,,Y,Y,Y,N,방류연도,2022
2022-08-26 ~ 2022-08-26,8,강원,강원특별자치도 홍천군,63,동자개,무상방류,60000,마리,,,,,,,,,0,,,0,,,전장 5,~,기타 지자체사업,강원도(내수면자원센터) 생산 수산종자 무상방류,강원도 홍천군 북방면 굴지리 200-1,37.7077529,127.795022,,,Y,Y,Y,Y(4),방류연도,2022
2022-09-26 ~ 2022-09-26,8,강원,강원특별자치도  평창군,63,동자개,매입방류,74289,마리,,,,,15624,,2976,,18600,,,18600,250.37,269.22,전장 4,0.87~1.08,지자체사업/수산종자관리사업,수산종자매입방류,강원도 평창군 봉평면 태기로 256,37.5703712,128.3442969,,,Y,Y,Y,N,방류연도,2022
2022-09-28 ~ 2022-09-28,8,강원,강원특별자치도 인제군,63,동자개,매입방류,252526,마리,,,,,,,60000,,60000,,,60000,237.6,269.22,전장 7.37,1.986~1.986,지자체사업/수산종자관리사업,수산종자매입방류,강원도 인제군 남면 빙어마을길 48-12,38.0014468,128.1106246,"* 사업명 : 내수면 향토어종 방류사업[자체]* 사업비 : 60,000,000원(군비)* 어종 : 동자개* 일시 : 2022.9.28.(수)* 수량 : 252,526미 * 방류장소: 3개소  - 인제군 남면 빙어마을길 48-12(신남선착장) 소양호 일원  - 인제군 인제읍 원대리 회동길 8 주변 소양강 일원  - 인제군 북면 월학리 1876-12, 2256-32(도리촌교 주변) 인북천 일원",,Y,Y,Y,N,방류연도,2022
2022-09-28 ~ 2022-09-28,8,강원,강원특별자치도 정선군,63,동자개,매입방류,37676,마리,,,,,7006,,1754,,8760,,,8760,232,250,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 정선군 임계면 용산리 138-1,37.4416358,128.8561108,,,Y,Y,Y,N,방류연도,2022
2022-09-28 ~ 2022-09-28,8,강원,강원특별자치도 정선군,63,동자개,매입방류,37675,마리,,,,,7006,,1753,,8759,,,8759,232,250,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 정선군 북평면 북평리 718-2,37.4452641,128.666915,,,Y,Y,Y,N,방류연도,2022
2022-09-28 ~ 2022-09-28,8,강원,강원특별자치도 횡성군,63,동자개,무상방류,50000,마리,,,,,,,,,0,,,0,0,0,전장 5,1.5~2.0,기타 지자체사업,내수면자원센터 무상방류,강원도 횡성군 갑천면 구방리 산160-2,37.546653,128.064182,,,Y,Y,Y,N,방류연도,2022
2022-09-03 ~ 2022-09-03,8,강원,강원특별자치도 횡성군,63,동자개,매입방류,28000,마리,,,,,5174,,986,,6160,,,6160,220,220,전장 4,1~1.1,지자체사업/수산종자관리사업,수산종자매입방류,강원도 횡성군 갑천면 구방리 산160-2,37.546653,128.064182,,,Y,Y,Y,Y(2),방류연도,2022
2022-08-24 ~ 2022-08-24,8,강원,강원특별자치도 인제군,63,동자개,무상방류,60000,마리,,,,,,,,,0,,,0,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 인제군 남면 빙어마을길 48-12,38.0014468,128.1106246,"* 도 주관(강원도내수면자원센터) 동자개 무상방류- 방류 어종: 동자개- 방류량: 60,000마리- 방류 장소: 인제군 남면 신남선착장 소양호 일원",,Y,Y,Y,Y(4),방류연도,2022
2022-08-26 ~ 2022-08-26,8,강원,강원특별자치도 횡성군,63,동자개,매입방류,28000,마리,,,,,5174,,986,,6160,,,6160,220,220,전장 4,1~1.1,지자체사업/수산종자관리사업,수산종자매입방류,강원도 횡성군 청일면 유동리 1150,37.5791031,128.1433838,,,Y,Y,Y,Y(2),방류연도,2022
2022-08-23 ~ 2022-08-23,8,강원,강원특별자치도 영월군,63,동자개,무상방류,60000,마리,,,,,,,,,0,,,0,,,전장 5,~,지자체사업/수산종자관리사업,수산종자매입방류,강원도 영월군 한반도면 옹정리 651-1,37.2223021,128.3446747,,,Y,Y,Y,Y(4),방류연도,2022
2022-09-28 ~ 2022-09-28,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,50000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 횡성군 갑천면 구방리 산160-2,37.546653,128.064182,,,Y,Y,Y,N,방류연도,2022
2022-08-22 ~ 2022-08-22,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 춘천시 북산면 내평리 245,37.9545156,127.8948273,,,Y,Y,Y,Y(7),방류연도,2022
2022-08-23 ~ 2022-08-23,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 영월군 한반도면 옹정리 484,37.2228241,128.3483466,,,Y,Y,Y,Y(7),방류연도,2022
2022-08-24 ~ 2022-08-24,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 인제군 남면 빙어마을길 93,37.9977547,128.1084955,,,Y,Y,Y,Y(7),방류연도,2022
2022-08-25 ~ 2022-08-25,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 평창군 방림면 방림리 산55,37.4353197,128.4104499,,,Y,Y,Y,Y(7),방류연도,2022
2022-08-26 ~ 2022-08-26,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 홍천군 북방면 굴지리 200-1,37.7077529,127.795022,,,Y,Y,Y,Y(7),방류연도,2022
2022-08-29 ~ 2022-08-29,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 철원군 갈말읍 군탄리 산171-10,38.1595893,127.2859219,,,Y,Y,Y,Y(7),방류연도,2022
2022-08-30 ~ 2022-08-30,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,60000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 화천군 강변로 2-54 붕어섬관리사무소,38.1010028,127.6970633,,,Y,Y,Y,Y(7),방류연도,2022
2022-09-27 ~ 2022-09-27,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,25000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 양구군 양구읍 웅진리 산61-2,38.0393002,127.9632494,,,Y,Y,Y,Y(2),방류연도,2022
2022-09-27 ~ 2022-09-27,8,강원,강원특별자치도 내수면자원센터,63,동자개,생산방류,25000,마리,,,,,0,,,,0,,,0,0,0,전장 5,~,지자체사업/수산종자관리사업,내수면 어패류 종자생산 방류,강원도 양구군 양구읍 월명리 692-1,38.1173892,127.8978459,,,Y,Y,Y,Y(2),방류연도,2022
2022-09-27 ~ 2022-09-27,12,경기,경기도 화성시,63,동자개,매입방류,245238,마리,,,,5000,,,45000,,50000,,,50000,220.8,250,,,지자체사업/수산종자관리사업,수산종자매입방류,"남양호, 탄도호, 안석저수지, 송라저수지, 어천저수지",37.21,126.66,,,Y,Y,Y,N,방류연도,2022
2022-09-15 ~ 2022-09-15,12,경기,경기도 평택시,63,동자개,매입방류,460610,마리,,,,,20000,,80000,,100000,,,100000,219,250,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 평택시 오성면 강변로 468-13,36.9901562,126.9777322,,,Y,Y,Y,N,방류연도,2022
2022-09-21 ~ 2022-09-21,12,경기,경기도 파주시,63,동자개,매입방류,137149,마리,,,,,12000,,18000,,30000,,,30000,219,250,,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 파주시 적성면 율포리 296-4,37.9880818,126.9538933,,,Y,Y,Y,N,방류연도,2022
2022-05-03 ~ 2022-05-03,12,경기,경기도 여주시,63,동자개,매입방류,60000,마리,,,,,7500,,7500,,15000,,,15000,240,250,전장 4,1.06~2.1,지자체사업/수산종자관리사업,수산종자매입방류,경기도 여주시 여흥동 26-26,37.2772231,127.680901,,,Y,Y,Y,N,방류연도,2022
2022-05-20 ~ 2022-05-20,12,경기,경기도 남양주시,63,동자개,매입방류,21740,마리,,,,,2000,,3000,,5000,,,5000,230,250,전장 5,1.5~1.6,지자체사업/수산종자관리사업,수산종자매입방류,경기도 남양주시 조안면 진중리 316-2,37.5520017,127.313068,,,Y,Y,Y,N,방류연도,2022
2022-05-26 ~ 2022-05-26,12,경기,경기도 양평군,63,동자개,매입방류,135747,마리,,,,,15000,,15000,,30000,,,30000,221,230,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경기도 양평군 옥천면 아신리 986,37.5105635,127.44619,,,Y,Y,Y,N,방류연도,2022
2022-05-31 ~ 2022-05-31,12,경기,경기도 가평군,63,동자개,매입방류,80000,마리,,,,,8464,,8464,,16928,,,16928,211,230,전장 4,35~38,지자체사업/수산종자관리사업,수산종자매입방류,북한강,37.8107218,127.5256517,,,Y,Y,Y,N,방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 고성군,63,동자개,무상방류,2000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,경상남도수산자원연구소민물고기연구센터 방류,경상남도 고성군 고성읍 교사리 158-2,34.9719964,128.3100742,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,10,경남,경상남도 밀양시,63,동자개,매입방류,69770,마리,,,,,12825,,1425,,14250,,,14250,204,215,전장 4,155~156,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 밀양시 삼랑진읍 삼랑리 660,35.3887129,128.8066296,,,Y,Y,Y,N,방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,2000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 밀양시 상남면 외산리 835-1,35.385,128.8113889,,,Y,Y,Y,Y(3),방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,3000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 합천군 대병면 회양관광단지길 28-4 광암정,35.5236611,128.0184259,,,Y,Y,Y,N,방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,2000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 거창군 거창읍 상림리 750,35.6837059,127.8964321,,,Y,Y,Y,Y(3),방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,1000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 거창군 마리면 영승리 산19,35.7220003,127.8569126,,,Y,Y,Y,N,방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,2000,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 고성군 고성읍 교사리 158-2,34.9719964,128.3100742,,,Y,Y,Y,Y(3),방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,1500,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 함안군 여항면 주서리 1047,35.2005388,128.4302516,,,Y,Y,Y,Y(2),방류연도,2022
2022-08-26 ~ 2022-08-26,10,경남,경상남도 수산자원연구소 ,63,동자개,생산방류,1500,마리,,,,,,,,,0,,,0,,,전장 4,~,기타 지자체사업,민물고기연구센터 자체종자생산 방류,경상남도 거제시 사등면 오량리 1300-6,34.8880011,128.4949679,,,Y,Y,Y,Y(2),방류연도,2022
2022-11-09 ~ 2022-11-09,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 청송군 진보면 광덕리 334-4,36.5363465,129.0436684,,,Y,Y,Y,Y(8),방류연도,2022
2022-11-04 ~ 2022-11-04,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,10000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 봉화군 물야면 오전리 178,37.0114197,128.7286045,,,Y,Y,Y,Y(4),방류연도,2022
2022-11-07 ~ 2022-11-07,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 경산시 용성면 송림리 1043-30,35.8026301,128.9114379,,,Y,Y,Y,Y(8),방류연도,2022
2022-11-08 ~ 2022-11-08,9,경북,경상북도 수산자원연구원,63,동자개,생산방류,20000,마리,,,,,101000,,,,101000,,,101000,,,전장 4,~,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 의성군 봉양면 구산리 1645-1,36.3048006,128.603149,,,Y,Y,Y,Y(8),방류연도,2022
