방류기간,지역순번,지역,기관,품종순번,품종,방류구분,방류물량1,단위1,방류물량2,단위2,사업비-국비(천원),사업비-지방비-광역시비(천원),사업비-지방비-도비(천원),사업비-지방비-구비(천원),사업비-지방비-시군구(천원),사업비-지방비-기타(천원),사업비-지방비-소계(천원),사업비-민간(천원),사업비-자담(천원),사업비-총액(천원),계약단가(원),기초단가(공고단가)(원),크기(cm 이상),체중(gram),사업구분,사업명,방류장소명,위도,경도,비고,하천,시도 제출여부,FIRA 제출여부,FIRA 마감,중복여부,특성,값
2022-12-12 ~ 2022-12-12,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 거제시 남부면 다대리,34.7345205,128.6284469,,,Y,Y,Y,Y(0),방류연도,2022
2022-12-12 ~ 2022-12-12,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 통영시 산양읍 영운리,34.8010041,128.4346456,,,Y,Y,Y,Y(0),방류연도,2022
2022-12-12 ~ 2022-12-12,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 통영시 산양읍 영운리,34.8030873,128.4337603,,,Y,Y,Y,Y(0),방류연도,2022
2022-09-28 ~ 2022-09-28,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 남해군 서면 남상리,34.8512918,127.8046874,,,Y,Y,Y,Y(0),방류연도,2022
2022-09-30 ~ 2022-09-30,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 통영시 인평동,34.8338199,128.3907391,,,Y,Y,Y,Y(0),방류연도,2022
2022-09-29 ~ 2022-09-29,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 고성군 삼산면 삼봉리,34.9424197,128.2464479,,,Y,Y,Y,Y(0),방류연도,2022
2022-09-29 ~ 2022-09-29,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 고성군 삼산면 두포리,34.9214903,128.3039765,,,Y,Y,Y,Y(0),방류연도,2022
2022-09-29 ~ 2022-09-29,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 통영시 용남면 화삼리,34.8637143,128.4499037,,,Y,Y,Y,Y(0),방류연도,2022
2022-09-28 ~ 2022-09-28,10,경남,경상남도 수산자원연구소,4,해삼,생산방류,30000,마리,30,kg,,,,,,,0,,,,,,,~,기타 지자체사업,어업인 소득창출품종 자원조성,경상남도 남해군 상주면 양아리,34.7212858,127.9353227,,,Y,Y,Y,Y(0),방류연도,2022
2022-12-20 ~ 2022-12-20,10,경남,경상남도 고성군,4,해삼,매입방류,254610,마리,341,kg,,,71250,,35625,,106875,,11875,118750,466.4,541,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 고성군 삼산면 두포리 1588-2,34.9047491,128.2722915,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,10,경남,경상남도 통영시,4,해삼,매입방류,61162,마리,147,kg,,,27000,,3000,,30000,,,30000,490.5,541,,2~7,지자체사업/수산종자관리사업,수산종자매입방류,경상남도 통영시 산양읍 풍화리,34.8167263,128.3586411,,,Y,Y,Y,N,방류연도,2022
2022-11-24 ~ 2022-11-24,10,경남,경상남도 거제시,4,해삼,매입방류,398886,마리,835.62,kg,,,108000,,54000,,162000,,18000,180000,510,541,,1~7,기타 지자체사업,해삼씨뿌림사업,경상남도 거제시 능포동 224,34.8757495,128.734828,,,Y,Y,Y,N,방류연도,2022
2022-04-04 ~ 2022-04-04,10,경남,경상남도 거제시,4,해삼,매입방류,593752,마리,1299.9,kg,,,162000,,81000,,243000,,27000,270000,461,541,,1~7,기타 지자체사업,해삼씨뿌림사업,경상남도 거제시 둔덕면 술역리,34.8289252,128.4719364,,,Y,Y,Y,N,방류연도,2022
2022-09-29 ~ 2022-09-29,10,경남,경상남도 고성군,4,해삼,무상방류,30000,마리,30000,kg,,,,,,,0,,,0,,,,~,기타 지자체사업,무상방류,경상남도 고성군 삼산면 삼봉리 511-36,34.9376062,128.2485948,,,Y,Y,Y,Y(2),방류연도,2022
2022-09-29 ~ 2022-09-29,10,경남,경상남도 고성군,4,해삼,무상방류,30000,마리,30000,kg,,,,,,,0,,,0,,,,~,기타 지자체사업,무상방류,경상남도 고성군 삼산면 두포리 1588-3,34.9045525,128.2723313,,,Y,Y,Y,Y(2),방류연도,2022
2022-04-15 ~ 2022-04-15,10,경남,경상남도 통영시,4,해삼,매입방류,373263,마리,835.6,kg,,,107500,,53750,,161250,,17916,179166,480,541,,2~7,지자체사업/수산종자관리사업,수산종자매입방류,"경상남도 통영시 산양읍 원항, 오비어촌계, 풍동어촌계, 창좌어촌계, 고포어촌계",34.7972538,128.3842719,,,Y,Y,Y,N,방류연도,2022
2022-04-14 ~ 2022-04-14,10,경남,경상남도 통영시,4,해삼,매입방류,341131,마리,868,kg,,,105000,,52500,,157500,,17500,175000,513,541,,2~7,지자체사업/수산종자관리사업,수산종자매입방류,"경상남도 통영시 도선어촌계, 백학어촌계, 수우도어촌계, 견유어촌계, 동제어촌계.",34.9199855,128.3636392,,,Y,Y,Y,N,방류연도,2022
2022-11-22 ~ 2022-12-02,9,경북,경상북도 수산자원연구원,4,해삼,무상방류,700000,마리,500,kg,,,,,,,0,,,,0,0,,1~7,지자체사업/수산종자관리사업,수산종자생산 및 자원조성사업,경상북도 연안4개 시군,36.552,129.434,,,Y,Y,Y,Y(0),방류연도,2022
2022-11-24 ~ 2022-11-24,9,경북,경상북도 영덕군,4,해삼,무상방류,132000,마리,0,kg,,,,,,,0,,,0,,,,,지자체사업/수산종자관리사업,어린해삼 무상방류,경상북도 영덕군 군청길 116 영덕군청,36.415009,129.3657269,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 울진군,4,해삼,무상방류,135000,마리,1080,kg,,,,,,,0,,,0,,,,,기타 지자체사업,기타 지자체사업,경상북도 울진군 죽변면 죽변리,37.0651485,129.4252567,봉수어촌계초산어촌계골장어촌계공세어촌계,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23116,마리,27,kg,,,,,12000,,12000,,,12000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 동해면 발산리 195-2,36.043066,129.516532,,,Y,Y,Y,Y(6),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,16181,마리,19,kg,,,,,8400,,8400,,,8400,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 동해면 발산리 284-8,36.033877,129.50556,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,40453,마리,47,kg,,,,,21000,,21000,,,21000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 장기면 신창리,35.894272,129.524474,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23116,마리,27,kg,,,,,12000,,12000,,,12000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 송라면 화진리 3-9,36.237781,129.384982,,,Y,Y,Y,Y(6),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23116,마리,27,kg,,,,,12000,,12000,,,12000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 송라면 봉화길245번길 19 화전2리마을회관,36.2402121,129.3831936,,,Y,Y,Y,Y(6),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23116,마리,27,kg,,,,,12000,,12000,,,12000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 월포리 356-1,36.2063316,129.3640788,,,Y,Y,Y,Y(6),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23116,마리,27,kg,,,,,12000,,12000,,,12000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 오도리 148-6,36.161423,129.397457,,,Y,Y,Y,Y(6),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23116,마리,27,kg,,,,,12000,,12000,,,12000,519.12,580,,,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 동해면 임곡리 산19,35.9978822,129.4640036,,,Y,Y,Y,Y(6),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,24684,마리,27,kg,,,10080,,2520,,12600,,,12600,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 동해면 발산리 284-8,36.033877,129.50556,,,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,17~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 장기면 양포리 372,35.8731991,129.5120815,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,17~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 일출로90번길 19-9,36.00497,129.573987,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,17~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 송라면 조사리 553,36.22206,129.3722385,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 방어리 93-1,36.2137542,129.3798452,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 이가리 산107,36.1788867,129.3745717,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 청진리 1045,36.171388,129.395138,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 오도리 358-1,36.153931,129.398295,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 칠포리 922-1,36.143586,129.394541,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 칠포리 239-1,36.140668,129.392845,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 환여동 산38-1,36.0706981,129.3971417,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 두호동 1007,36.0608725,129.3799772,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 이가리 903-8,36.1795,129.389635,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,24684,마리,27,kg,,,10080,,2520,,12600,,,12600,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 동해면 발산리 284-8,36.033877,129.50556,,,Y,Y,Y,Y(2),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,17~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 장기면 양포리 372,35.8731991,129.5120815,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,17~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 남구 일출로90번길 19-9,36.00497,129.573987,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,17~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 송라면 조사리 553,36.22206,129.3722385,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 방어리 93-1,36.2137542,129.3798452,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 이가리 산107,36.1788867,129.3745717,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 청진리 1045,36.171388,129.395138,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 오도리 358-1,36.153931,129.398295,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 칠포리 922-1,36.143586,129.394541,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,23511,마리,26,kg,,,9600,,2400,,12000,,,12000,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 흥해읍 칠포리 239-1,36.140668,129.392845,,,Y,Y,Y,Y(10),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 환여동 산38-1,36.0706981,129.3971417,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 두호동 1007,36.0608725,129.3799772,,,Y,Y,Y,Y(14),방류연도,2022
2022-01-01 ~ 2022-12-31,9,경북,경상북도 포항시,4,해삼,매입방류,11168,마리,12,kg,,,4560,,1140,,5700,,,5700,510.4,580,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 포항시 북구 청하면 이가리 903-8,36.1795,129.389635,,,Y,Y,Y,Y(14),방류연도,2022
2022-06-20 ~ 2022-06-20,9,경북,경상북도 영덕군,4,해삼,매입방류,376182,마리,402.51,kg,,,150000,,37500,,187500,,,187500,498.43,560,,1.0~7.0,지자체사업/수산종자관리사업,동해안해삼양식산업육성사업,경상북도 영덕군 군청길 116 영덕군청,36.415009,129.3657269,,,Y,Y,Y,N,방류연도,2022
2022-05-04 ~ 2022-05-04,9,경북,경상북도 경주시,4,해삼,매입방류,262075,마리,277,kg,,,100000,,25000,,125000,,,125000,428,507,,1.06~1.06,지자체사업/수산종자관리사업,수산종자매입방류,"경주시 감포읍(연동 어촌계), 경주시 양남면(수렴, 지경 어촌계)",35.8367019,129.518851,2022 동해안 해삼양식산업 육성,,Y,Y,Y,N,방류연도,2022
2022-04-28 ~ 2022-04-28,9,경북,경상북도 울진군,4,해삼,매입방류,260994,마리,274.3,kg,,,100000,,25000,,125000,,,125000,478,567,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,경상북도 울진군 기성면 기성리,36.799014,129.4609773,"사동2리어촌계 마을어장 65,249마리봉산1리어촌계 마을어장 65,249마리거일1리어촌계 마을어장 65,248마리기성어촌계 마을어장 65,248마리",,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,1,부산,부산광역시 서구,4,해삼,매입방류,41238,마리,44,kg,,,,20000,,,20000,,,20000,485,490,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,부산광역시 서구 암남동 산123-28,35.0702335,129.0203171,,,Y,Y,Y,N,방류연도,2022
2022-11-17 ~ 2022-11-18,1,부산,부산광역시 기장군 수산자원연구센터,4,해삼,생산방류,59607,마리,91,kg,,,,,11800,,11800,,,11800,,,,1~2,기타 지자체사업,기타 지자체사업,부산광역시 기장군,35.2445494,129.2221542,"기장군 수산자원연구센터 자체생산 해삼종자 방류 - 일시 : 2022. 11. 17.(목) ~ 18.(금) - 규모 : 해삼종자 약 6만미(추정) - 장소 : 관내 어촌계 마을어장 12개소(공수, 동암, 서암, 대변, 월전, 학리, 이천, 이동, 동백, 신평, 칠암, 문동)",,Y,Y,Y,N,방류연도,2022
2022-11-17 ~ 2022-11-17,13,수협,수협중앙회,4,해삼,매입방류,50000,마리,140,kg,,,,,,,0,,22500,22500,450,450,,,기타 지자체사업,기타 지자체사업,경상남도 통영시 사량면 읍덕리,34.8399377,128.2208901,사량수협,,Y,N,Y,N,방류연도,2022
2022-03-30 ~ 2022-03-30,13,수협,수협중앙회,4,해삼,매입방류,24456,마리,28,kg,,,,,,,0,,11250,11250,460,460,,,기타 지자체사업,기타 지자체사업,경상남도 남해군 이동면 신전리,34.7656345,127.9450917,남해군수협,,Y,N,Y,Y(2),방류연도,2022
2022-03-25 ~ 2022-03-25,13,수협,수협중앙회,4,해삼,매입방류,24456,마리,28,kg,,,,,,,0,,11250,11250,460,460,,,기타 지자체사업,기타 지자체사업,경상남도 남해군 남면 덕월리,34.7753431,127.8437628,남해군수협,,Y,N,Y,Y(2),방류연도,2022
2022-05-20 ~ 2022-05-20,13,수협,수협중앙회,4,해삼,매입방류,33582,마리,194,kg,,,,,,,0,,22500,22500,670,670,,,기타 지자체사업,기타 지자체사업,대한민국,36.861798,129.4323944,후포수협,,Y,N,Y,N,방류연도,2022
2022-05-06 ~ 2022-05-06,13,수협,수협중앙회,4,해삼,매입방류,43270,마리,47,kg,,,,,,,0,,22500,22500,520,520,,,기타 지자체사업,기타 지자체사업,경상북도 영덕군 축산면 축산리,36.5099402,129.4528013,영덕북부수협,,Y,N,Y,N,방류연도,2022
2022-06-03 ~ 2022-06-03,13,수협,수협중앙회,4,해삼,매입방류,49020,마리,59,kg,,,,,,,0,,25000,25000,510,510,,,기타 지자체사업,기타 지자체사업,경상북도 경주시 감포읍 나정리 662-2,35.7767837,129.4941709,경주시수협,,Y,N,Y,N,방류연도,2022
2022-11-10 ~ 2022-11-10,13,수협,수협중앙회,4,해삼,매입방류,20903,마리,22,kg,,,,,,,0,,11000,11000,540,540,,,기타 지자체사업,기타 지자체사업,전라남도 완도군 소안면 비자리 산142,34.1785966,126.66235,완도소안수협,,Y,N,Y,N,방류연도,2022
2022-05-09 ~ 2022-05-09,13,수협,수협중앙회,4,해삼,매입방류,47918,마리,79,kg,,,,,,,0,,23000,23000,480,480,,,기타 지자체사업,기타 지자체사업,전라남도 신안군 흑산면 예리 산254,34.6667497,125.4165593,신안군수협 ,,Y,N,Y,N,방류연도,2022
2022-12-26 ~ 2022-12-26,13,수협,수협중앙회,4,해삼,매입방류,53846,마리,69,kg,,,,,,,0,,28000,28000,520,520,,,기타 지자체사업,기타 지자체사업,전라북도 고창군 해리면 동호리,35.5200517,126.4868204,고창군수협,,Y,N,Y,N,방류연도,2022
2022-12-07 ~ 2022-12-07,13,수협,수협중앙회,4,해삼,매입방류,50000,마리,70,kg,,,,,,,0,,23000,23000,460,460,,,기타 지자체사업,기타 지자체사업,전라북도 부안군 변산면 도청길 106 연안,35.6010073,126.4997293,부안수협 ,,Y,N,Y,N,방류연도,2022
2022-12-19 ~ 2022-12-19,13,수협,수협중앙회,4,해삼,매입방류,72580,마리,96,kg,,,,,,,0,,22500,22500,310,310,,,기타 지자체사업,기타 지자체사업,전라북도 군산시 옥도면 장자도리 산2-8 지선,35.8103723,126.3976766,군산시수협,,Y,N,Y,N,방류연도,2022
2022-05-03 ~ 2022-05-03,13,수협,수협중앙회,4,해삼,매입방류,47873,마리,55,kg,,,,,,,0,,22500,22500,470,470,,,기타 지자체사업,기타 지자체사업,충청남도 보령시 대천5동 산148 지선,36.3180116,126.5258355,대천서부수협,,Y,N,Y,Y(2),방류연도,2022
2022-04-07 ~ 2022-04-07,13,수협,수협중앙회,4,해삼,매입방류,47873,마리,97,kg,,,,,,,0,,22500,22500,470,470,,,기타 지자체사업,기타 지자체사업,충청남도 태안군 안면읍 승언리 3268-1,36.4532712,126.3074696,안면도수협,,Y,N,Y,Y(2),방류연도,2022
2022-06-03 ~ 2022-06-03,13,수협,수협중앙회,4,해삼,매입방류,47917,마리,75,kg,,,,,,,0,,23000,23000,480,480,,,기타 지자체사업,기타 지자체사업,충청남도 태안군 남면 원청리 360-1,36.6322422,126.3101841,태안남부수협,,Y,N,Y,N,방류연도,2022
2022-06-21 ~ 2022-06-21,13,수협,수협중앙회,4,해삼,매입방류,50000,마리,1,kg,,,,,,,0,,25000,25000,500,500,전장 2,1~7,기타 지자체사업,희망의바다 만들기,강원도 강릉시 주문진읍 주문리,37.893008,128.8301486,강릉시수협,,Y,N,Y,N,방류연도,2022
2022-05-31 ~ 2022-05-31,13,수협,수협중앙회,4,해삼,매입방류,86363,마리,1,kg,,,,,,,0,,38000,38000,440,440,전장 4,1~7,기타 지자체사업,희망의바다 만들기,충청남도 보령시 오천면 장고도2길 73,36.3921769,126.3372645,보령수협,,Y,N,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,3,울산,울산광역시 울주군,4,해삼,매입방류,16313,마리,21696,kg,,5800,,,1450,,7250,,,7250,488.88,550,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,서생면 신암리 지선(신리어촌계 마을어장),35.344902,129.3198326,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,3,울산,울산광역시 울주군,4,해삼,매입방류,32626,마리,43392,kg,,14500,,,2900,,17400,,,17400,488.88,550,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 울주군 서생면 신암리 지선(신암어촌계 마을어장),35.3486589,129.3169375,,,Y,Y,Y,N,방류연도,2022
2022-01-01 ~ 2022-12-31,3,울산,울산광역시 울주군,4,해삼,매입방류,14063,마리,18703,kg,,5000,,,1250,,6250,,,6250,488.88,550,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 울주군 서생면 대송리 지선(송정어촌계 마을어장),35.366343,129.353001,,,Y,Y,Y,N,방류연도,2022
2022-06-23 ~ 2022-06-23,3,울산,울산광역시 동구,4,해삼,매입방류,31010,마리,34.59,kg,,11760,,2940,,,14700,,,14700,488.51,555,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 동구 주전동,35.5535444,129.4590781,,,Y,Y,Y,N,방류연도,2022
2022-06-23 ~ 2022-06-23,3,울산,울산광역시 동구,4,해삼,매입방류,52445,마리,58.5,kg,,12240,,3060,,,15300,,,15300,488.51,555,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 동구 일산동 일산연안,35.497383,129.4355663,,,Y,Y,Y,N,방류연도,2022
2022-05-31 ~ 2022-05-31,3,울산,울산광역시 북구,4,해삼,매입방류,36551,마리,42,kg,,13050,,3262,,,16312,,,16312,488,555,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 북구 어물동,35.5779597,129.4532303,,,Y,Y,Y,N,방류연도,2022
2022-05-31 ~ 2022-05-31,3,울산,울산광역시 북구,4,해삼,매입방류,70681,마리,82,kg,,26100,,6525,,,32625,,,32625,488,555,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 북구 구유동,35.607361,129.4596891,,,Y,Y,Y,N,방류연도,2022
2022-05-31 ~ 2022-05-31,3,울산,울산광역시 북구,4,해삼,매입방류,36034,마리,42,kg,,12760,,3190,,,15950,,,15950,488,555,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 북구 당사동,35.5932637,129.4632403,,,Y,Y,Y,N,방류연도,2022
2022-05-31 ~ 2022-05-31,3,울산,울산광역시 북구,4,해삼,매입방류,18793,마리,22,kg,,6380,,1595,,,7975,,,7975,488,555,,1~7,지자체사업/수산종자관리사업,수산종자매입방류,울산광역시 북구 당사동,35.5839979,129.458187,,,Y,Y,Y,N,방류연도,2022
