시도,어종류,연도,월,어획량_마리,어획량_Kg,품종,방류량,방류구분
경기,민꽃게,2022,6,0.0,0.0,참게,159040.0,매입방류
경기,민꽃게,2022,6,0.0,0.0,참게,45454.0,매입방류
경기,민꽃게,2022,6,0.0,0.0,참게,137005.0,매입방류
경기,민꽃게,2022,6,0.0,0.0,참게,205479.0,매입방류
경기,민꽃게,2022,6,0.0,0.0,참게,293322.0,매입방류
경기,민꽃게,2023,1,0.0,0.0,참게,62181.0,매입방류
경기,민꽃게,2023,6,0.0,0.0,참게,87000.0,매입방류
경기,민꽃게,2023,6,0.0,0.0,참게,144389.0,매입방류
경기,민꽃게,2023,6,0.0,0.0,참게,277489.0,매입방류
경기,민꽃게,2023,7,0.0,0.0,참게,19257.0,매입방류
경기,민어,2023,1,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,2,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,3,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,4,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,5,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,6,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,7,1.0,3.7,미방류,0.0,미방류
경기,민어,2023,8,4.0,4.2,미방류,0.0,미방류
경기,민어,2023,9,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,10,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,11,0.0,0.0,미방류,0.0,미방류
경기,민어,2023,12,0.0,0.0,미방류,0.0,미방류
경기,민어,2024,1,0.0,0.0,미방류,0.0,미방류
경기,민어,2024,2,0.0,0.0,미방류,0.0,미방류
경기,민어,2024,3,0.0,0.0,미방류,0.0,미방류
경기,민어,2024,4,0.0,0.0,미방류,0.0,미방류
경기,민어,2024,5,1.0,3.8,미방류,0.0,미방류
경기,민어,2024,6,6.0,41.1,미방류,0.0,미방류
경기,민어,2024,7,4.0,12.7,미방류,0.0,미방류
경기,민어,2024,8,0.0,0.0,미방류,0.0,미방류
경기,민어,2024,9,1.0,1.5,미방류,0.0,미방류
경기,민어,2024,10,1.0,2.2,미방류,0.0,미방류
경기,복어류,2022,7,0.0,0.0,황복,170212.0,매입방류
경기,복어류,2022,8,0.0,0.0,황복,169491.0,매입방류
경기,복어류,2022,8,0.0,0.0,황복,374060.0,매입방류
경기,복어류,2023,1,0.0,0.0,황복,277511.0,매입방류
경기,복어류,2023,1,0.0,0.0,황복,470000.0,매입방류
경기,복어류,2023,2,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,3,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,4,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,5,4.0,2.2,미방류,0.0,미방류
경기,복어류,2023,6,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,7,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,8,0.0,0.0,황복,353600.0,매입방류
경기,복어류,2023,9,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,10,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,11,0.0,0.0,미방류,0.0,미방류
경기,복어류,2023,12,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,1,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,2,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,3,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,4,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,5,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,6,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,7,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,8,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,9,0.0,0.0,미방류,0.0,미방류
경기,복어류,2024,10,0.0,0.0,미방류,0.0,미방류
경기,조피볼락(우럭),2022,1,0.0,0.0,조피볼락,304886.0,매입방류
경기,조피볼락(우럭),2022,1,0.0,0.0,조피볼락,562361.0,매입방류
경기,조피볼락(우럭),2022,1,0.0,0.0,조피볼락,1056000.0,매입방류
경기,조피볼락(우럭),2022,7,0.0,0.0,조피볼락,1279786.0,매입방류
경기,조피볼락(우럭),2022,9,0.0,0.0,조피볼락,77048.0,매입방류
경기,조피볼락(우럭),2023,1,91.0,31.3,조피볼락,645497.0,매입방류
경기,조피볼락(우럭),2023,2,115.0,37.6,미방류,0.0,미방류
경기,조피볼락(우럭),2023,3,2421.0,2208.3,미방류,0.0,미방류
경기,조피볼락(우럭),2023,4,6006.0,5946.1,미방류,0.0,미방류
경기,조피볼락(우럭),2023,5,6846.0,5707.8,미방류,0.0,미방류
경기,조피볼락(우럭),2023,6,5132.0,2286.2,미방류,0.0,미방류
경기,조피볼락(우럭),2023,7,3407.0,1913.9,조피볼락,1612708.0,매입방류
경기,조피볼락(우럭),2023,8,2205.0,1122.4,조피볼락,714000.0,매입방류
경기,조피볼락(우럭),2023,8,2205.0,1122.4,조피볼락,1213175.0,매입방류
경기,조피볼락(우럭),2023,9,199.0,95.3,미방류,0.0,미방류
경기,조피볼락(우럭),2023,10,1439.0,579.1,미방류,0.0,미방류
경기,조피볼락(우럭),2023,11,2869.0,914.4,미방류,0.0,미방류
경기,조피볼락(우럭),2023,12,2316.0,986.6,미방류,0.0,미방류
경기,조피볼락(우럭),2024,1,2157.0,908.5,미방류,0.0,미방류
경기,조피볼락(우럭),2024,2,1921.0,715.5,미방류,0.0,미방류
경기,조피볼락(우럭),2024,3,3869.0,1266.5,미방류,0.0,미방류
경기,조피볼락(우럭),2024,4,8699.0,3358.3,미방류,0.0,미방류
경기,조피볼락(우럭),2024,5,8849.0,3386.4,미방류,0.0,미방류
경기,조피볼락(우럭),2024,6,11060.0,5278.0,미방류,0.0,미방류
경기,조피볼락(우럭),2024,7,7640.0,3503.6,미방류,0.0,미방류
경기,조피볼락(우럭),2024,8,5151.0,2345.9,미방류,0.0,미방류
경기,조피볼락(우럭),2024,9,127.0,44.9,미방류,0.0,미방류
경기,조피볼락(우럭),2024,10,729.0,277.8,미방류,0.0,미방류
경기,주꾸미,2022,6,0.0,0.0,주꾸미,100000.0,무상방류
경기,주꾸미,2023,1,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2023,2,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2023,3,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2023,4,1145.0,112.3,미방류,0.0,미방류
경기,주꾸미,2023,5,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2023,6,0.0,0.0,주꾸미,100000.0,시험방류
경기,주꾸미,2023,7,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2023,8,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2023,9,931769.0,31239.7,미방류,0.0,미방류
경기,주꾸미,2023,10,842659.0,51227.5,미방류,0.0,미방류
경기,주꾸미,2023,11,227614.0,14453.1,미방류,0.0,미방류
경기,주꾸미,2023,12,7074.0,539.7,미방류,0.0,미방류
경기,주꾸미,2024,1,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2024,2,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2024,3,428.0,33.5,미방류,0.0,미방류
경기,주꾸미,2024,4,75.0,5.0,미방류,0.0,미방류
경기,주꾸미,2024,5,1010.0,85.8,미방류,0.0,미방류
경기,주꾸미,2024,6,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2024,7,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2024,8,0.0,0.0,미방류,0.0,미방류
경기,주꾸미,2024,9,2540648.0,102914.2,미방류,0.0,미방류
경기,주꾸미,2024,10,1258475.0,67690.2,미방류,0.0,미방류
경기,참돔,2023,1,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,2,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,3,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,4,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,5,120.0,538.4,미방류,0.0,미방류
경기,참돔,2023,6,197.0,274.7,미방류,0.0,미방류
경기,참돔,2023,7,142.0,209.5,미방류,0.0,미방류
경기,참돔,2023,8,21.0,31.9,미방류,0.0,미방류
경기,참돔,2023,9,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,10,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,11,0.0,0.0,미방류,0.0,미방류
경기,참돔,2023,12,0.0,0.0,미방류,0.0,미방류
경기,참돔,2024,1,0.0,0.0,미방류,0.0,미방류
경기,참돔,2024,2,0.0,0.0,미방류,0.0,미방류
경기,참돔,2024,3,0.0,0.0,미방류,0.0,미방류
경기,참돔,2024,4,0.0,0.0,미방류,0.0,미방류
경기,참돔,2024,5,79.0,81.9,미방류,0.0,미방류
경기,참돔,2024,6,511.0,606.3,미방류,0.0,미방류
경기,참돔,2024,7,98.0,124.5,미방류,0.0,미방류
경기,참돔,2024,8,117.0,119.5,미방류,0.0,미방류
경기,참돔,2024,9,1.0,0.9,미방류,0.0,미방류
경기,참돔,2024,10,1.0,3.2,미방류,0.0,미방류
경기,참조기,2023,1,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,2,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,3,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,4,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,5,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,6,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,7,12.0,2.5,미방류,0.0,미방류
경기,참조기,2023,8,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,9,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,10,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,11,0.0,0.0,미방류,0.0,미방류
경기,참조기,2023,12,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,1,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,2,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,3,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,4,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,5,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,6,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,7,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,8,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,9,0.0,0.0,미방류,0.0,미방류
경기,참조기,2024,10,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,1,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,2,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,3,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,4,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,5,1.0,0.3,미방류,0.0,미방류
경기,해삼,2023,6,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,7,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,8,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,9,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,10,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,11,0.0,0.0,미방류,0.0,미방류
경기,해삼,2023,12,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,1,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,2,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,3,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,4,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,5,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,6,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,7,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,8,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,9,0.0,0.0,미방류,0.0,미방류
경기,해삼,2024,10,0.0,0.0,미방류,0.0,미방류
경남,가자미류,2022,1,0.0,0.0,문치가자미,134003.0,매입방류
경남,가자미류,2022,5,0.0,0.0,돌가자미,41537.0,매입방류
경남,가자미류,2022,5,0.0,0.0,문치가자미,38600.0,매입방류
경남,가자미류,2022,5,0.0,0.0,문치가자미,43525.0,매입방류
경남,가자미류,2022,5,0.0,0.0,문치가자미,85801.0,매입방류
경남,가자미류,2022,6,0.0,0.0,문치가자미,28601.0,매입방류
경남,가자미류,2022,6,0.0,0.0,문치가자미,28601.0,매입방류
경남,가자미류,2022,6,0.0,0.0,문치가자미,132928.0,매입방류
경남,가자미류,2022,7,0.0,0.0,문치가자미,31788.0,매입방류
경남,가자미류,2023,1,0.0,0.0,문치가자미,64348.0,매입방류
경남,가자미류,2023,2,24618.0,4700.6,미방류,0.0,미방류
경남,가자미류,2023,3,34044.0,6484.6,미방류,0.0,미방류
경남,가자미류,2023,4,11247.0,4908.2,미방류,0.0,미방류
경남,가자미류,2023,5,21898.0,9459.1,미방류,0.0,미방류
경남,가자미류,2023,6,740.0,317.8,문치가자미,63200.0,매입방류
경남,가자미류,2023,7,263.0,80.8,문치가자미,36187.0,매입방류
경남,가자미류,2023,7,263.0,80.8,문치가자미,109523.0,매입방류
경남,가자미류,2023,8,92.0,30.6,문치가자미,21053.0,매입방류
경남,가자미류,2023,8,92.0,30.6,문치가자미,21053.0,매입방류
경남,가자미류,2023,9,1110.0,402.9,문치가자미,71000.0,매입방류
경남,가자미류,2023,10,11.0,5.6,미방류,0.0,미방류
경남,가자미류,2023,11,180.0,65.9,미방류,0.0,미방류
경남,가자미류,2023,12,0.0,0.0,미방류,0.0,미방류
경남,가자미류,2024,1,19.0,12.8,미방류,0.0,미방류
경남,가자미류,2024,2,10686.0,3200.5,미방류,0.0,미방류
경남,가자미류,2024,3,17423.0,5172.3,미방류,0.0,미방류
경남,가자미류,2024,4,8485.0,3102.3,미방류,0.0,미방류
경남,가자미류,2024,5,2252.0,583.9,미방류,0.0,미방류
경남,가자미류,2024,6,381.0,148.5,미방류,0.0,미방류
경남,가자미류,2024,7,53.0,21.7,미방류,0.0,미방류
경남,가자미류,2024,8,0.0,0.0,미방류,0.0,미방류
경남,가자미류,2024,9,1740.0,434.9,미방류,0.0,미방류
경남,가자미류,2024,10,93.0,3.7,미방류,0.0,미방류
경남,감성돔,2022,1,0.0,0.0,감성돔,123831.0,매입방류
경남,감성돔,2022,1,0.0,0.0,감성돔,303030.0,매입방류
경남,감성돔,2022,6,0.0,0.0,감성돔,139183.0,매입방류
경남,감성돔,2022,6,0.0,0.0,감성돔,208290.0,매입방류
경남,감성돔,2022,6,0.0,0.0,감성돔,152049.0,매입방류
경남,감성돔,2022,7,0.0,0.0,감성돔,100000.0,생산방류
경남,감성돔,2023,1,14099.0,12509.7,감성돔,98312.0,매입방류
경남,감성돔,2023,1,14099.0,12509.7,감성돔,193209.0,매입방류
경남,감성돔,2023,2,13106.0,10686.8,미방류,0.0,미방류
경남,감성돔,2023,3,14497.0,11526.8,미방류,0.0,미방류
경남,감성돔,2023,4,15741.0,12317.2,미방류,0.0,미방류
경남,감성돔,2023,5,0.0,0.0,미방류,0.0,미방류
경남,감성돔,2023,6,8354.0,5077.4,감성돔,48781.0,매입방류
경남,감성돔,2023,6,8354.0,5077.4,감성돔,48780.0,매입방류
경남,감성돔,2023,7,6754.0,4206.8,감성돔,30000.0,생산방류
경남,감성돔,2023,8,12114.0,5688.0,감성돔,86581.0,매입방류
경남,감성돔,2023,8,12114.0,5688.0,감성돔,144711.0,매입방류
경남,감성돔,2023,9,48986.0,24841.2,감성돔,129534.0,매입방류
경남,감성돔,2023,10,83898.0,46240.9,미방류,0.0,미방류
경남,감성돔,2023,11,61984.0,48949.5,미방류,0.0,미방류
경남,감성돔,2023,12,45597.0,45988.8,미방류,0.0,미방류
경남,감성돔,2024,1,29510.0,24930.5,미방류,0.0,미방류
경남,감성돔,2024,2,25435.0,24205.2,미방류,0.0,미방류
경남,감성돔,2024,3,26743.0,23750.1,미방류,0.0,미방류
경남,감성돔,2024,4,23009.0,20211.0,미방류,0.0,미방류
경남,감성돔,2024,5,176.0,138.8,미방류,0.0,미방류
경남,감성돔,2024,6,15741.0,11772.4,미방류,0.0,미방류
경남,감성돔,2024,7,3737.0,2525.0,미방류,0.0,미방류
경남,감성돔,2024,8,12815.0,6877.3,미방류,0.0,미방류
경남,감성돔,2024,9,35518.0,18335.3,미방류,0.0,미방류
경남,감성돔,2024,10,59013.0,33201.1,미방류,0.0,미방류
경남,갑오징어류,2023,1,0.0,0.0,미방류,0.0,미방류
경남,갑오징어류,2023,2,487.0,151.5,미방류,0.0,미방류
경남,갑오징어류,2023,3,0.0,0.0,미방류,0.0,미방류
경남,갑오징어류,2023,4,5297.0,3867.0,미방류,0.0,미방류
경남,갑오징어류,2023,5,3197.0,1531.9,미방류,0.0,미방류
경남,갑오징어류,2023,6,53.0,36.8,미방류,0.0,미방류
경남,갑오징어류,2023,7,41.0,15.3,미방류,0.0,미방류
경남,갑오징어류,2023,8,10943.0,3875.9,미방류,0.0,미방류
경남,갑오징어류,2023,9,24681.0,5432.0,미방류,0.0,미방류
경남,갑오징어류,2023,10,34324.0,9343.8,미방류,0.0,미방류
경남,갑오징어류,2023,11,19516.0,5806.3,미방류,0.0,미방류
경남,갑오징어류,2023,12,20.0,7.8,미방류,0.0,미방류
경남,갑오징어류,2024,1,0.0,0.0,미방류,0.0,미방류
경남,갑오징어류,2024,2,0.0,0.0,미방류,0.0,미방류
경남,갑오징어류,2024,3,74.0,37.1,미방류,0.0,미방류
경남,갑오징어류,2024,4,730.0,454.1,미방류,0.0,미방류
경남,갑오징어류,2024,5,1687.0,702.4,미방류,0.0,미방류
경남,갑오징어류,2024,6,383.0,153.3,미방류,0.0,미방류
경남,갑오징어류,2024,7,0.0,0.0,미방류,0.0,미방류
경남,갑오징어류,2024,8,0.0,0.0,미방류,0.0,미방류
경남,갑오징어류,2024,9,18883.0,4660.2,미방류,0.0,미방류
경남,갑오징어류,2024,10,33458.0,8387.5,미방류,0.0,미방류
경남,갯장어,2022,5,0.0,0.0,뱀장어,18073.0,매입방류
경남,갯장어,2023,1,0.0,0.0,뱀장어,5416.0,매입방류
경남,갯장어,2023,2,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,3,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,4,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,5,0.0,0.0,뱀장어,8529.0,매입방류
경남,갯장어,2023,6,105.0,52.6,미방류,0.0,미방류
경남,갯장어,2023,7,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,8,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,9,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,10,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,11,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2023,12,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,1,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,2,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,3,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,4,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,5,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,6,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,7,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,8,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,9,0.0,0.0,미방류,0.0,미방류
경남,갯장어,2024,10,0.0,0.0,미방류,0.0,미방류
경남,기타,2022,1,0.0,0.0,동남참게,93023.0,매입방류
경남,기타,2022,1,0.0,0.0,동남참게,18300.0,매입방류
경남,기타,2022,1,0.0,0.0,동자개,69770.0,매입방류
경남,기타,2022,1,0.0,0.0,전복,57306.0,매입방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,30000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,생산방류
경남,기타,2022,3,0.0,0.0,전복,25000.0,무상방류
경남,기타,2022,5,0.0,0.0,전복,219127.0,매입방류
경남,기타,2022,5,0.0,0.0,전복,215330.0,매입방류
경남,기타,2022,5,0.0,0.0,전복,252735.0,매입방류
경남,기타,2022,5,0.0,0.0,전복,35113.0,매입방류
경남,기타,2022,6,0.0,0.0,동남참게,393480.0,매입방류
경남,기타,2022,6,0.0,0.0,동남참게,105600.0,매입방류
경남,기타,2022,6,0.0,0.0,동남참게,157767.0,매입방류
경남,기타,2022,6,0.0,0.0,메기,3000.0,무상방류
경남,기타,2022,6,0.0,0.0,메기,7000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,3000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,5000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,5000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,5000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,2000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,2000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,1000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,3000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,2000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,5000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,1000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,3000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,3000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,3000.0,생산방류
경남,기타,2022,6,0.0,0.0,메기,7000.0,무상방류
경남,기타,2022,6,0.0,0.0,미꾸리,156000.0,매입방류
경남,기타,2022,6,0.0,0.0,버들치,7000.0,무상방류
경남,기타,2022,6,0.0,0.0,버들치,4000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,7000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,5000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,8000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,10000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,5000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,7000.0,생산방류
경남,기타,2022,6,0.0,0.0,버들치,4000.0,생산방류
경남,기타,2022,7,0.0,0.0,동남참게,10000.0,생산방류
경남,기타,2022,7,0.0,0.0,동남참게,20000.0,생산방류
경남,기타,2022,7,0.0,0.0,동남참게,38223.0,매입방류
경남,기타,2022,7,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,5000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,3000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,2500.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,2500.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,5000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,3000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,3000.0,생산방류
경남,기타,2022,7,0.0,0.0,미꾸리,5000.0,무상방류
경남,기타,2022,8,0.0,0.0,동자개,2000.0,무상방류
경남,기타,2022,8,0.0,0.0,동자개,2000.0,생산방류
경남,기타,2022,8,0.0,0.0,동자개,3000.0,생산방류
경남,기타,2022,8,0.0,0.0,동자개,2000.0,생산방류
경남,기타,2022,8,0.0,0.0,동자개,1000.0,생산방류
경남,기타,2022,8,0.0,0.0,동자개,2000.0,생산방류
경남,기타,2022,8,0.0,0.0,동자개,1500.0,생산방류
경남,기타,2022,8,0.0,0.0,동자개,1500.0,생산방류
경남,기타,2022,8,0.0,0.0,미꾸리,5000.0,무상방류
경남,기타,2022,8,0.0,0.0,미꾸리,5000.0,생산방류
경남,기타,2022,8,0.0,0.0,미꾸리,5000.0,생산방류
경남,기타,2022,8,0.0,0.0,미꾸리,2500.0,생산방류
경남,기타,2022,8,0.0,0.0,미꾸리,2500.0,생산방류
경남,기타,2022,8,0.0,0.0,미꾸리,5000.0,생산방류
경남,기타,2022,11,0.0,0.0,전복,43930.0,매입방류
경남,기타,2022,12,0.0,0.0,전복,66134.0,매입방류
경남,기타,2023,1,0.0,0.0,전복,175316.0,생산방류
경남,기타,2023,1,0.0,0.0,전복,284496.0,생산방류
경남,기타,2023,1,0.0,0.0,전복,125240.0,매입방류
경남,기타,2023,1,0.0,0.0,전복,220284.0,매입방류
경남,기타,2023,1,0.0,0.0,미꾸리,3000.0,생산방류
경남,기타,2023,1,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,1,0.0,0.0,미꾸리,3000.0,무상방류
경남,기타,2023,1,0.0,0.0,전복,14493.0,매입방류
경남,기타,2023,5,0.0,0.0,전복,44077.0,매입방류
경남,기타,2023,5,0.0,0.0,전복,14493.0,매입방류
경남,기타,2023,6,0.0,0.0,동남참게,391000.0,매입방류
경남,기타,2023,6,0.0,0.0,동남참게,134832.0,매입방류
경남,기타,2023,6,0.0,0.0,동남참게,95557.0,매입방류
경남,기타,2023,6,0.0,0.0,동남참게,289000.0,매입방류
경남,기타,2023,6,0.0,0.0,동남참게,100000.0,매입방류
경남,기타,2023,7,0.0,0.0,동남참게,15000.0,시험방류
경남,기타,2023,7,0.0,0.0,동남참게,15000.0,시험방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,5000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,8500.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2500.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2500.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,3000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,2000.0,생산방류
경남,기타,2023,8,0.0,0.0,미꾸리,1500.0,생산방류
경남,기타,2023,8,0.0,0.0,동자개,68182.0,매입방류
경남,기타,2023,8,0.0,0.0,메기,5000.0,생산방류
경남,기타,2023,11,0.0,0.0,전복,46000.0,매입방류
경남,기타,2023,12,0.0,0.0,전복,25000.0,생산방류
경남,기타,2023,12,0.0,0.0,전복,69000.0,생산방류
경남,기타갑각류,2022,1,0.0,0.0,보리새우,7515236.0,매입방류
경남,기타갑각류,2022,8,0.0,0.0,보리새우,1000000.0,무상방류
경남,기타갑각류,2022,8,0.0,0.0,보리새우,1506025.0,매입방류
경남,기타갑각류,2022,8,0.0,0.0,보리새우,661479.0,매입방류
경남,기타갑각류,2022,9,0.0,0.0,보리새우,898200.0,매입방류
경남,기타갑각류,2023,8,0.0,0.0,보리새우,5060851.0,매입방류
경남,기타갑각류,2023,9,0.0,0.0,보리새우,1740749.0,매입방류
경남,기타갑각류,2023,9,0.0,0.0,보리새우,472490.0,매입방류
경남,기타갑각류,2023,9,0.0,0.0,보리새우,1965654.0,매입방류
