시도,어종류,연도,월,어획량_마리,어획량_Kg,품종,방류량,방류구분
강원,기타,2022,8,0.0,0.0,대농갱이,25000.0,생산방류
강원,기타,2022,8,0.0,0.0,대농갱이,25000.0,생산방류
강원,기타,2022,8,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2022,8,0.0,0.0,대농갱이,25000.0,무상방류
강원,기타,2022,8,0.0,0.0,대농갱이,25000.0,무상방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,무상방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,무상방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,무상방류
강원,기타,2022,8,0.0,0.0,동자개,28000.0,매입방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,무상방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2022,8,0.0,0.0,메기,10000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,15909.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,10000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,15000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,10000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,10000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,10000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,10000.0,매입방류
강원,기타,2022,8,0.0,0.0,메기,196657.0,매입방류
강원,기타,2022,9,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2022,9,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2022,9,0.0,0.0,동자개,82644.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,87652.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,74289.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,252526.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,37676.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,37675.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,50000.0,무상방류
강원,기타,2022,9,0.0,0.0,동자개,28000.0,매입방류
강원,기타,2022,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2022,9,0.0,0.0,동자개,25000.0,생산방류
강원,기타,2022,9,0.0,0.0,동자개,25000.0,생산방류
강원,기타,2022,10,0.0,0.0,대농갱이,17200.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,59735.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,76910.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,232186.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,51200.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,31304.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,31304.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,31304.0,매입방류
강원,기타,2022,10,0.0,0.0,대농갱이,41804.0,매입방류
강원,기타,2023,1,0.0,0.0,전복,28750.0,매입방류
강원,기타,2023,1,0.0,0.0,전복,28793.0,매입방류
강원,기타,2023,1,0.0,0.0,전복,28750.0,매입방류
강원,기타,2023,1,0.0,0.0,전복,40361.0,매입방류
강원,기타,2023,1,0.0,0.0,전복,41145.0,매입방류
강원,기타,2023,1,0.0,0.0,전복,40022.0,매입방류
강원,기타,2023,1,0.0,0.0,뚝지,344827.0,매입방류
강원,기타,2023,1,0.0,0.0,대농갱이,35714.0,매입방류
강원,기타,2023,1,0.0,0.0,동자개,41666.0,매입방류
강원,기타,2023,1,0.0,0.0,동자개,50000.0,무상방류
강원,기타,2023,1,0.0,0.0,대농갱이,50000.0,무상방류
강원,기타,2023,1,0.0,0.0,동자개,70177.0,매입방류
강원,기타,2023,1,0.0,0.0,대농갱이,59923.0,매입방류
강원,기타,2023,1,0.0,0.0,메기,54054.0,매입방류
강원,기타,2023,1,0.0,0.0,미유기,40000.0,무상방류
강원,기타,2023,1,0.0,0.0,대농갱이,62973.0,매입방류
강원,기타,2023,2,0.0,0.0,미방류,0.0,미방류
강원,기타,2023,3,0.0,0.0,뚝지,200000.0,생산방류
강원,기타,2023,4,0.0,0.0,뚝지,380250.0,매입방류
강원,기타,2023,4,0.0,0.0,뚝지,324117.0,매입방류
강원,기타,2023,4,0.0,0.0,뚝지,200000.0,무상방류
강원,기타,2023,4,0.0,0.0,뚝지,150000.0,생산방류
강원,기타,2023,4,0.0,0.0,뚝지,200000.0,생산방류
강원,기타,2023,4,0.0,0.0,뚝지,200000.0,생산방류
강원,기타,2023,4,0.0,0.0,뚝지,263971.0,매입방류
강원,기타,2023,4,0.0,0.0,뚝지,211576.0,매입방류
강원,기타,2023,4,0.0,0.0,뚝지,211576.0,매입방류
강원,기타,2023,4,0.0,0.0,뚝지,416089.0,매입방류
강원,기타,2023,5,0.0,0.0,미유기,30000.0,무상방류
강원,기타,2023,5,0.0,0.0,미유기,40000.0,무상방류
강원,기타,2023,5,0.0,0.0,미유기,40000.0,생산방류
강원,기타,2023,5,0.0,0.0,미유기,10000.0,생산방류
강원,기타,2023,5,0.0,0.0,미유기,30000.0,생산방류
강원,기타,2023,5,0.0,0.0,미유기,40000.0,생산방류
강원,기타,2023,5,0.0,0.0,미유기,40000.0,생산방류
강원,기타,2023,5,0.0,0.0,미유기,40000.0,생산방류
강원,기타,2023,5,0.0,0.0,미유기,40000.0,생산방류
강원,기타,2023,5,0.0,0.0,전복,32026.0,매입방류
강원,기타,2023,5,0.0,0.0,전복,32027.0,매입방류
강원,기타,2023,6,154.0,26.5,미방류,0.0,미방류
강원,기타,2023,7,0.0,0.0,미유기,25126.0,매입방류
강원,기타,2023,7,0.0,0.0,메기,110490.0,매입방류
강원,기타,2023,8,0.0,0.0,미유기,4877.0,매입방류
강원,기타,2023,8,0.0,0.0,대농갱이,50000.0,무상방류
강원,기타,2023,8,0.0,0.0,대농갱이,50000.0,무상방류
강원,기타,2023,8,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2023,8,0.0,0.0,대농갱이,70000.0,생산방류
강원,기타,2023,8,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2023,8,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2023,8,0.0,0.0,대농갱이,50000.0,생산방류
강원,기타,2023,8,0.0,0.0,메기,118433.0,매입방류
강원,기타,2023,9,0.0,0.0,대농갱이,39556.0,매입방류
강원,기타,2023,9,0.0,0.0,메기,115650.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,107759.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,32230.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,60000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,생산방류
강원,기타,2023,9,0.0,0.0,동자개,28346.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,20000.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,20000.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,20000.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,20000.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,20000.0,매입방류
강원,기타,2023,9,0.0,0.0,동자개,55000.0,무상방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,무상방류
강원,기타,2023,9,0.0,0.0,동자개,50000.0,무상방류
강원,기타,2023,9,0.0,0.0,동자개,53681.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,20540.0,매입방류
강원,기타,2023,10,0.0,0.0,미유기,18101.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,15428.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,25000.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,25000.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,25000.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,25000.0,매입방류
강원,기타,2023,10,0.0,0.0,대농갱이,25000.0,매입방류
강원,기타,2023,11,0.0,0.0,전복,152006.0,매입방류
강원,기타,2023,12,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,1,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,2,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,3,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,4,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,5,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,6,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,7,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,8,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,9,0.0,0.0,미방류,0.0,미방류
강원,기타,2024,10,0.0,0.0,미방류,0.0,미방류
강원,기타볼락류,2023,1,1933.0,677.2,미방류,0.0,미방류
강원,기타볼락류,2023,2,734.0,453.4,미방류,0.0,미방류
강원,기타볼락류,2023,3,0.0,0.0,미방류,0.0,미방류
강원,기타볼락류,2023,4,0.0,0.0,미방류,0.0,미방류
강원,기타볼락류,2023,5,0.0,0.0,미방류,0.0,미방류
강원,기타볼락류,2023,6,1208.0,343.8,미방류,0.0,미방류
강원,기타볼락류,2023,7,741.0,214.8,미방류,0.0,미방류
강원,기타볼락류,2023,8,641.0,270.4,미방류,0.0,미방류
강원,기타볼락류,2023,9,1563.0,825.9,미방류,0.0,미방류
강원,기타볼락류,2023,10,253.0,206.9,미방류,0.0,미방류
강원,기타볼락류,2023,11,10.0,4.5,미방류,0.0,미방류
강원,기타볼락류,2023,12,75.0,25.7,미방류,0.0,미방류
강원,기타볼락류,2024,1,1661.0,651.0,미방류,0.0,미방류
강원,기타볼락류,2024,2,1846.0,461.3,미방류,0.0,미방류
강원,기타볼락류,2024,3,2071.0,623.6,미방류,0.0,미방류
강원,기타볼락류,2024,4,140.0,42.2,미방류,0.0,미방류
강원,기타볼락류,2024,5,1903.0,190.3,미방류,0.0,미방류
강원,기타볼락류,2024,6,13861.0,2672.6,미방류,0.0,미방류
강원,기타볼락류,2024,7,1441.0,1057.8,미방류,0.0,미방류
강원,기타볼락류,2024,8,1837.0,872.1,미방류,0.0,미방류
강원,기타볼락류,2024,9,774.0,328.1,미방류,0.0,미방류
강원,기타볼락류,2024,10,342.0,138.9,미방류,0.0,미방류
강원,기타어류,2022,3,0.0,0.0,은어,50000.0,무상방류
강원,기타어류,2022,5,0.0,0.0,은어,48850.0,매입방류
강원,기타어류,2022,5,0.0,0.0,은어,17000.0,매입방류
강원,기타어류,2022,5,0.0,0.0,은어,17000.0,매입방류
강원,기타어류,2022,5,0.0,0.0,은어,16000.0,매입방류
강원,기타어류,2022,6,0.0,0.0,쏘가리,70137.0,매입방류
강원,기타어류,2022,6,0.0,0.0,쏘가리,10256.0,매입방류
강원,기타어류,2022,7,0.0,0.0,쏘가리,32120.0,매입방류
강원,기타어류,2022,7,0.0,0.0,쏘가리,76800.0,매입방류
강원,기타어류,2022,7,0.0,0.0,쏘가리,11892.0,매입방류
강원,기타어류,2022,7,0.0,0.0,쏘가리,11892.0,매입방류
강원,기타어류,2022,8,0.0,0.0,쏘가리,21591.0,매입방류
강원,기타어류,2022,9,0.0,0.0,붕어,185186.0,매입방류
강원,기타어류,2022,9,0.0,0.0,붕어,193982.0,매입방류
강원,기타어류,2022,9,0.0,0.0,붕어,193805.0,매입방류
강원,기타어류,2022,10,0.0,0.0,붕어,50000.0,무상방류
강원,기타어류,2022,10,0.0,0.0,붕어,50000.0,생산방류
강원,기타어류,2022,10,0.0,0.0,붕어,50000.0,생산방류
강원,기타어류,2022,10,0.0,0.0,붕어,113957.0,매입방류
강원,기타어류,2022,10,0.0,0.0,붕어,128586.0,매입방류
강원,기타어류,2022,10,0.0,0.0,쏘가리,46729.0,매입방류
강원,기타어류,2023,1,378.0,114.4,붕어,95834.0,매입방류
강원,기타어류,2023,1,378.0,114.4,붕어,94834.0,매입방류
강원,기타어류,2023,1,378.0,114.4,은어,32000.0,매입방류
강원,기타어류,2023,1,378.0,114.4,은어,32000.0,매입방류
강원,기타어류,2023,1,378.0,114.4,은어,31240.0,매입방류
강원,기타어류,2023,1,378.0,114.4,붕어,37879.0,매입방류
강원,기타어류,2023,1,378.0,114.4,붕어,37879.0,매입방류
강원,기타어류,2023,1,378.0,114.4,붕어,37879.0,매입방류
강원,기타어류,2023,1,378.0,114.4,쏘가리,64378.0,매입방류
강원,기타어류,2023,1,378.0,114.4,붕어,189934.0,매입방류
강원,기타어류,2023,1,378.0,114.4,쏘가리,15790.0,매입방류
강원,기타어류,2023,1,378.0,114.4,쏘가리,72317.0,매입방류
강원,기타어류,2023,1,378.0,114.4,쏘가리,10900.0,매입방류
강원,기타어류,2023,1,378.0,114.4,쏘가리,10800.0,매입방류
강원,기타어류,2023,1,378.0,114.4,쏘가리,10800.0,매입방류
강원,기타어류,2023,2,344.0,106.0,미방류,0.0,미방류
강원,기타어류,2023,3,6747.0,1387.4,은어,108620.0,매입방류
강원,기타어류,2023,4,1390.0,306.1,은어,45455.0,매입방류
강원,기타어류,2023,5,1965.0,577.0,미방류,0.0,미방류
강원,기타어류,2023,6,1184.0,208.2,쏘가리,52356.0,매입방류
강원,기타어류,2023,6,1184.0,208.2,쏘가리,20617.0,매입방류
강원,기타어류,2023,6,1184.0,208.2,쏘가리,10000.0,매입방류
강원,기타어류,2023,6,1184.0,208.2,쏘가리,10513.0,매입방류
강원,기타어류,2023,7,846.0,198.3,쏘가리,22186.0,매입방류
강원,기타어류,2023,8,414.0,122.9,미방류,0.0,미방류
강원,기타어류,2023,9,543.0,147.6,쏘가리,17080.0,매입방류
강원,기타어류,2023,9,543.0,147.6,붕어,85005.0,매입방류
강원,기타어류,2023,10,360.0,132.0,붕어,60000.0,생산방류
강원,기타어류,2023,10,360.0,132.0,붕어,60000.0,생산방류
강원,기타어류,2023,11,175.0,74.9,미방류,0.0,미방류
강원,기타어류,2023,12,282.0,109.2,미방류,0.0,미방류
강원,기타어류,2024,1,360.0,42.3,미방류,0.0,미방류
강원,기타어류,2024,2,309.0,80.5,미방류,0.0,미방류
강원,기타어류,2024,3,217.0,56.3,미방류,0.0,미방류
강원,기타어류,2024,4,2309.0,492.9,미방류,0.0,미방류
강원,기타어류,2024,5,4986.0,1321.2,미방류,0.0,미방류
강원,기타어류,2024,6,12647.0,2472.7,미방류,0.0,미방류
강원,기타어류,2024,7,2792.0,937.5,미방류,0.0,미방류
강원,기타어류,2024,8,2177.0,665.6,미방류,0.0,미방류
강원,기타어류,2024,9,190.0,101.1,미방류,0.0,미방류
강원,기타어류,2024,10,310.0,70.7,미방류,0.0,미방류
강원,넙치류(광어),2022,9,0.0,0.0,넙치,30000.0,무상방류
강원,넙치류(광어),2022,9,0.0,0.0,넙치,30000.0,생산방류
강원,넙치류(광어),2022,9,0.0,0.0,넙치,30000.0,생산방류
강원,넙치류(광어),2022,9,0.0,0.0,넙치,30000.0,생산방류
강원,넙치류(광어),2022,9,0.0,0.0,넙치,30000.0,생산방류
강원,넙치류(광어),2023,1,0.0,0.0,미방류,0.0,미방류
강원,넙치류(광어),2023,2,4.0,2.2,미방류,0.0,미방류
강원,넙치류(광어),2023,3,0.0,0.0,미방류,0.0,미방류
강원,넙치류(광어),2023,4,1180.0,2505.5,미방류,0.0,미방류
강원,넙치류(광어),2023,5,542.0,1154.7,미방류,0.0,미방류
강원,넙치류(광어),2023,6,353.0,454.4,미방류,0.0,미방류
강원,넙치류(광어),2023,7,101.0,201.9,미방류,0.0,미방류
강원,넙치류(광어),2023,8,18.0,73.1,미방류,0.0,미방류
강원,넙치류(광어),2023,9,7.0,5.2,넙치,50000.0,무상방류
강원,넙치류(광어),2023,9,7.0,5.2,넙치,50000.0,생산방류
강원,넙치류(광어),2023,10,4.0,14.3,미방류,0.0,미방류
강원,넙치류(광어),2023,11,260.0,151.6,미방류,0.0,미방류
강원,넙치류(광어),2023,12,36.0,42.6,미방류,0.0,미방류
강원,넙치류(광어),2024,1,7.0,14.7,미방류,0.0,미방류
강원,넙치류(광어),2024,2,0.0,0.0,미방류,0.0,미방류
강원,넙치류(광어),2024,3,74.0,141.3,미방류,0.0,미방류
강원,넙치류(광어),2024,4,2414.0,1378.2,미방류,0.0,미방류
강원,넙치류(광어),2024,5,956.0,572.2,미방류,0.0,미방류
강원,넙치류(광어),2024,6,75.0,40.8,미방류,0.0,미방류
강원,넙치류(광어),2024,7,225.0,1480.2,미방류,0.0,미방류
강원,넙치류(광어),2024,8,114.0,408.6,미방류,0.0,미방류
강원,넙치류(광어),2024,9,0.0,0.0,미방류,0.0,미방류
강원,넙치류(광어),2024,10,3.0,3.4,미방류,0.0,미방류
강원,노래미류,2022,6,0.0,0.0,쥐노래미,17890.0,매입방류
강원,노래미류,2022,6,0.0,0.0,쥐노래미,48739.0,매입방류
강원,노래미류,2022,7,0.0,0.0,쥐노래미,20000.0,생산방류
강원,노래미류,2023,1,0.0,0.0,쥐노래미,16105.0,매입방류
강원,노래미류,2023,6,0.0,0.0,쥐노래미,17246.0,매입방류
강원,노래미류,2023,6,0.0,0.0,쥐노래미,54619.0,매입방류
강원,노래미류,2023,6,0.0,0.0,쥐노래미,40000.0,무상방류
